training_step,elapsed_seconds,mean_return,std_return,mean_loss,mean_eval_fitness,std_eval_fitness,mean_episode_length
2000,11514.44,-1.567650,0.158309,-0.093395,3.093417e+01,2.894303e-01,2.3615
4000,23454.54,-1.483800,0.184450,-0.003591,3.046136e+01,5.005592e-02,2.2480
5360,33022.94,-1.483090,0.067637,-0.048403,3.044626e+01,1.513295e-02,2.2302
