training_step,episode,mean_return,mean_loss,mean_episode_length
80,159,0.102861,0.245554,3.1509
160,317,-0.032926,0.151822,3.2025
240,476,0.223493,0.607981,3.2453
320,628,0.284211,0.108319,3.4013
400,780,0.631031,0.463623,3.3684
480,936,0.897259,0.416417,3.2500
560,1092,0.913728,0.157004,3.2821
640,1248,1.235411,0.492160,3.3205
720,1398,1.112782,0.205463,3.4000
800,1554,1.213957,0.670779,3.2564
880,1711,1.236592,0.519802,3.3185
960,1863,1.625098,0.763821,3.3487
1040,2006,1.637783,0.376344,3.5315
1120,2162,1.861306,0.859312,3.3013
1200,2317,1.984426,0.445220,3.3290
1280,2466,2.150292,0.759571,3.4027
1360,2613,2.271783,0.706732,3.4694
1440,2762,2.148730,0.808929,3.4631
1520,2913,1.933366,0.530377,3.3841
1600,3057,2.501520,1.611100,3.5625
1680,3198,2.510689,1.372415,3.5887
1760,3341,3.042087,1.468456,3.6154
1840,3482,3.292637,1.404709,3.6241
1920,3617,3.068742,1.186874,3.7556
2000,3760,3.430815,2.089468,3.6294
2080,3901,3.565155,2.183965,3.6454
2160,4038,3.712273,1.677259,3.6277
2240,4177,3.611160,2.474446,3.7770
2320,4320,3.914106,2.314412,3.6084
2400,4455,4.248439,2.627900,3.7185
2480,4590,3.961223,2.086984,3.8148
2560,4729,4.175175,1.948269,3.7050
2640,4871,4.302425,2.059426,3.6268
2720,5011,5.351613,2.454157,3.6500
2800,5147,4.603286,2.786772,3.7279
2880,5284,4.866757,2.206515,3.7299
2960,5420,4.965076,2.673641,3.7868
3040,5557,5.049818,2.576841,3.7737
3120,5698,5.168260,1.776578,3.5674
3200,5836,5.027253,2.237877,3.7029
3280,5978,5.237850,2.385597,3.6479
3360,6118,5.275472,1.722820,3.6000
3440,6260,5.432336,2.100749,3.6620
3520,6397,5.311282,1.934727,3.7372
3600,6537,5.442480,2.173184,3.6643
3680,6676,5.528822,1.991569,3.6763
3760,6811,6.053480,1.855535,3.8148
3840,6944,5.696228,2.230539,3.7895
3920,7080,5.707666,1.825554,3.7794
4000,7218,6.448172,1.153337,3.7029
4080,7355,5.846894,2.319055,3.7591
4160,7492,6.100413,1.636809,3.7299
4240,7632,5.940361,2.224001,3.6643
4320,7774,5.844330,1.548874,3.6268
4400,7908,6.355438,1.864429,3.7687
4480,8042,6.084519,1.614433,3.8657
4560,8175,6.297766,1.773590,3.8045
4640,8311,6.332247,1.231213,3.8235
4720,8448,6.280072,1.481965,3.7007
4800,8578,6.516181,1.543782,3.8769
4880,8710,6.306784,0.978225,3.9773
4960,8842,6.316826,2.057054,3.8485
5040,8972,6.312244,0.790018,3.9308
5120,9099,6.843548,0.920535,4.0236
5200,9229,6.637730,1.802108,3.9769
5280,9357,6.079561,2.135966,3.9531
5360,9483,6.327553,0.986183,4.0556
5440,9610,6.758627,1.317326,4.0551
5520,9738,6.973744,1.148358,4.0391
5600,9859,6.952316,1.302259,4.1818
5680,9988,6.501603,1.182792,4.0233
5760,10114,6.531594,1.009733,4.0397
5840,10235,6.462635,1.326664,4.1653
5920,10361,6.908371,0.855407,4.1270
6000,10481,6.879005,1.051833,4.2500
6080,10604,7.055804,1.062946,4.1545
6160,10724,6.714084,1.035758,4.2333
6240,10848,6.711300,1.067027,4.1694
6320,10973,7.003044,1.033325,4.0880
6400,11101,7.145666,1.070552,3.9922
6480,11227,6.957078,1.332717,4.0317
6560,11348,7.071775,1.452633,4.2727
6640,11468,7.267011,0.786123,4.2417
6720,11590,7.328422,1.207743,4.1475
6800,11713,7.293181,0.559192,4.2683
6880,11832,7.144039,0.823457,4.2101
6960,11953,7.463283,0.052867,4.2479
7040,12078,7.353325,1.130821,4.1600
7120,12208,7.035051,1.347631,3.9000
7200,12333,7.097858,0.923941,4.1360
7280,12457,7.465728,0.838816,4.1048
7360,12578,7.502464,0.224908,4.1405
7440,12700,7.194550,0.680951,4.2541
7520,12828,7.583669,0.075234,4.0312
7600,12952,6.745669,1.283926,4.1048
7680,13076,7.373955,0.955807,4.1694
7760,13199,7.424949,0.791230,4.1057
7840,13327,6.984472,0.708040,4.0547
7920,13449,7.204980,1.008709,4.1393
8000,13574,7.412452,1.361463,4.1760
8080,13698,7.408395,1.181417,4.0968
8160,13821,7.519431,0.744424,4.1301
8240,13947,7.313271,0.289992,4.0952
8320,14070,7.266233,1.240194,4.1545
8400,14195,7.556610,0.450868,4.1200
8480,14319,7.481669,0.359657,4.0645
8560,14445,7.301925,0.592744,4.1190
8640,14566,7.417719,0.181707,4.1983
8720,14688,7.720865,0.264620,4.1967
8800,14811,7.530913,0.356556,4.1951
8880,14935,7.649383,0.102476,4.0968
8960,15058,7.789908,-0.001622,4.1545
