training_step,elapsed_seconds,mean_return,std_return,mean_loss,mean_eval_fitness,std_eval_fitness,mean_episode_length
2000,10422.99,-1.829969,0.325090,-0.069066,1.478555e+01,3.530152e+00,3.4441
4000,17518.48,-1.299890,0.199052,-0.013805,1.393087e+01,3.930193e+00,4.5315
6000,23886.16,-1.217439,0.153873,-0.062904,1.542256e+01,3.649918e+00,4.9288
6720,26065.04,-1.185243,0.166454,0.002300,1.293876e+01,2.849168e+00,4.9751
