training_step,episode,mean_return,mean_loss,mean_episode_length
6640,11104,-3.353710,-0.038350,5.4839
6720,11202,-3.353447,-0.024073,5.2449
6800,11296,-3.347561,-0.160017,5.4574
6880,11389,-3.345969,-0.131242,5.4839
6960,11483,-3.343873,-0.102422,5.3511
7040,11577,-3.359547,-0.013806,5.4574
7120,11674,-3.353431,0.167454,5.3402
7200,11771,-3.337022,-0.112901,5.2062
7280,11866,-3.343296,-0.110136,5.5053
7360,11961,-3.333755,-0.166384,5.3263
7440,12058,-3.361954,0.023864,5.2474
7520,12157,-3.321939,-0.095951,5.2323
7600,12252,-3.333536,-0.073810,5.4842
7680,12353,-3.313548,-0.213897,5.0297
7760,12449,-3.339084,0.225829,5.2396
7840,12548,-3.314750,0.002779,5.3131
7920,12640,-3.319659,0.037023,5.4674
8000,12730,-3.316058,-0.050560,5.6667
8080,12825,-3.325246,-0.245362,5.3895
8160,12920,-3.307929,0.104746,5.4000
8240,13012,-3.321582,-0.142042,5.5543
8320,13102,-3.309545,-0.074729,5.6778
8400,13190,-3.303792,-0.108369,5.8636
8480,13278,-3.295838,-0.131227,5.8295
8560,13368,-3.301648,0.121044,5.6222
8640,13456,-3.310141,0.144917,5.7614
8720,13544,-3.286217,-0.091968,5.7727
8800,13632,-3.251205,-0.172062,5.8636
8880,13719,-3.268607,-0.083942,6.0575
8960,13800,-3.254740,-0.060090,6.0864
9040,13889,-3.296751,-0.150920,5.7753
9120,13972,-3.290864,-0.379376,6.1325
9200,14061,-3.299958,-0.065999,5.9663
9280,14141,-3.301556,-0.093882,6.2625
9360,14225,-3.263393,-0.051522,6.0357
9440,14306,-3.249346,-0.145744,6.2469
9520,14387,-3.280592,0.033204,6.4815
9600,14475,-3.309699,0.073784,5.8068
9680,14564,-3.285271,-0.036204,5.7865
9760,14651,-3.281821,-0.048699,5.9425
9840,14735,-3.270944,0.005436,6.0476
9920,14817,-3.272798,0.154003,6.1220
10000,14903,-3.281428,-0.179123,6.0698
10080,14984,-3.274952,0.109484,6.2346
10160,15067,-3.278887,-0.099127,6.3614
