training_step,episode,mean_return,mean_loss,mean_episode_length
80,136,-1.947284,-0.156268,3.7132
160,280,-1.900765,0.059334,3.5486
240,427,-1.892003,-0.128516,3.4694
320,578,-1.843489,0.056138,3.3642
400,720,-1.674362,-0.015076,3.6479
480,870,-1.655699,-0.037441,3.4000
560,1021,-1.436179,0.426622,3.3974
640,1171,-1.321583,0.129845,3.4133
720,1317,-1.111060,0.519535,3.5137
800,1469,-1.044138,0.138023,3.3487
880,1625,-0.648423,0.569739,3.3205
960,1789,-0.477686,0.603594,3.0793
1040,1962,-0.287792,1.328617,2.9769
1120,2128,-0.054110,0.463801,3.0843
1200,2295,0.195365,1.155400,3.0599
1280,2457,0.689985,1.515041,3.1605
1360,2626,1.263398,2.085452,3.0000
1440,2791,1.006552,1.246456,3.1515
1520,2962,1.639573,1.496709,3.0000
1600,3133,2.183264,2.080518,3.0058
1680,3308,2.603655,2.612618,2.9371
1760,3485,2.688405,1.890756,2.8531
1840,3668,3.435810,2.851450,2.8033
1920,3851,3.008923,1.939069,2.8087
2000,4033,3.526129,1.956587,2.7802
2080,4216,3.874606,2.399132,2.8197
2160,4399,3.977894,2.474198,2.8251
2240,4590,4.630642,3.379137,2.6597
2320,4780,4.408755,1.583068,2.6895
2400,4967,4.581768,2.150879,2.7647
2480,5153,5.025694,1.774333,2.7258
2560,5343,4.368859,2.506670,2.6895
2640,5532,4.986667,1.595901,2.7249
2720,5719,4.856673,2.461239,2.7166
2800,5909,5.198044,2.232708,2.6895
2880,6104,5.087375,2.088624,2.6462
2960,6297,5.529069,2.556235,2.6580
3040,6484,5.833427,1.551655,2.7273
3120,6673,5.762765,2.149434,2.6984
3200,6863,5.864204,1.984150,2.7053
3280,7055,5.752444,2.538748,2.6719
3360,7244,5.771982,1.616497,2.7090
3440,7427,5.726319,2.632387,2.7978
3520,7617,6.562247,1.492168,2.6895
3600,7804,5.814356,2.471106,2.7433
3680,7991,6.295845,0.890841,2.7540
3760,8172,6.120440,1.436050,2.8066
3840,8357,6.185427,1.722378,2.7784
3920,8543,6.458845,1.302659,2.7312
4000,8733,6.715482,0.973134,2.7158
4080,8914,6.331741,2.030290,2.8177
4160,9096,6.569166,1.891755,2.8022
4240,9282,6.460157,1.853638,2.7688
4320,9467,6.429266,2.048044,2.7676
4400,9652,6.457554,1.427639,2.7892
4480,9831,6.595484,2.237343,2.8547
4560,10015,6.248086,1.305126,2.7663
