training_step,episode,mean_return,mean_loss,mean_episode_length
80,161,-3.813391,0.347240,3.1242
160,329,-3.823179,-0.032561,3.0417
240,498,-3.821348,0.092083,3.0473
320,662,-3.814077,-0.193108,3.1220
400,818,-3.810578,-0.246902,3.2115
480,978,-3.808100,-0.103404,3.2750
560,1136,-3.795341,-0.020186,3.2025
640,1299,-3.788423,-0.004790,3.1595
720,1464,-3.784067,-0.123894,3.1152
800,1625,-3.787105,-0.118366,3.1615
880,1784,-3.783020,-0.045474,3.2327
960,1942,-3.789354,-0.119483,3.1962
1040,2102,-3.759388,-0.315220,3.2625
1120,2263,-3.745948,0.036435,3.1988
1200,2428,-3.747145,-0.182678,3.0909
1280,2590,-3.744535,-0.200056,3.1111
1360,2747,-3.718555,-0.105195,3.2866
1440,2905,-3.720745,-0.074858,3.2152
1520,3057,-3.691267,-0.208676,3.3487
1600,3201,-3.671957,-0.344085,3.5833
1680,3344,-3.678871,-0.153948,3.5734
1760,3492,-3.676648,-0.119651,3.4527
1840,3637,-3.665280,-0.218196,3.5448
1920,3790,-3.663172,-0.244000,3.3725
2000,3940,-3.640998,-0.149792,3.3667
2080,4082,-3.631129,-0.024186,3.5986
2160,4228,-3.633424,-0.031225,3.5479
2240,4368,-3.619900,0.099770,3.6500
2320,4512,-3.616479,-0.137652,3.5625
2400,4651,-3.591754,-0.033528,3.6475
2480,4793,-3.615987,-0.217066,3.6268
2560,4931,-3.590372,-0.161915,3.6957
2640,5069,-3.585230,-0.066760,3.7246
2720,5205,-3.576824,-0.263348,3.7500
2800,5342,-3.581588,0.053445,3.7518
2880,5473,-3.573113,-0.205809,3.8931
2960,5603,-3.575339,-0.347237,3.8846
3040,5731,-3.576395,-0.025194,4.0703
3120,5856,-3.554648,-0.001096,4.0880
3200,5977,-3.554560,-0.248009,4.2562
3280,6098,-3.546050,-0.004179,4.1570
3360,6220,-3.536341,-0.093564,4.2213
3440,6340,-3.516737,-0.190373,4.2333
3520,6457,-3.520166,-0.132812,4.4274
3600,6569,-3.517338,0.010928,4.5625
3680,6683,-3.505779,-0.125398,4.5351
3760,6797,-3.508963,-0.078877,4.4912
3840,6907,-3.531484,-0.077220,4.5455
3920,7018,-3.516389,-0.044086,4.6486
4000,7125,-3.496110,-0.050222,4.7664
4080,7237,-3.484239,-0.109651,4.6339
4160,7345,-3.474232,0.033430,4.7870
4240,7448,-3.481544,0.009324,4.8447
4320,7553,-3.452475,-0.020046,4.9333
4400,7656,-3.487949,-0.158892,4.8835
4480,7762,-3.470753,-0.302823,4.8774
4560,7860,-3.460046,-0.183984,5.2755
4640,7958,-3.468781,-0.156830,5.1020
4720,8058,-3.457320,0.014552,5.2000
4800,8156,-3.433446,-0.042146,5.2143
4880,8246,-3.421980,0.021595,5.6000
4960,8342,-3.432146,-0.056304,5.3854
5040,8444,-3.439583,-0.225192,5.0882
5120,8538,-3.424431,-0.040606,5.3830
5200,8635,-3.443100,0.087752,5.2680
5280,8730,-3.453092,0.024193,5.4211
5360,8825,-3.428017,-0.028261,5.4105
5440,8918,-3.424943,-0.134266,5.4086
5520,9013,-3.419402,-0.074054,5.5263
5600,9102,-3.407164,-0.036120,5.6854
5680,9191,-3.398115,-0.139924,5.6292
5760,9286,-3.405114,-0.084467,5.5789
5840,9375,-3.391393,0.066535,5.6067
5920,9468,-3.393744,-0.100399,5.6452
6000,9560,-3.394738,-0.219186,5.5870
6080,9650,-3.383278,-0.088127,5.6111
6160,9740,-3.394951,-0.150396,5.6444
6240,9831,-3.401702,-0.191716,5.6044
6320,9922,-3.377168,0.072227,5.6593
6400,10008,-3.387350,-0.135330,5.8837
