training_step,episode,mean_return,mean_loss,mean_episode_length
80,204,-3.162111,0.002571,2.4902
160,411,-3.184186,0.124171,2.4589
240,612,-3.097218,0.021499,2.5622
320,807,-3.004930,0.119047,2.6051
400,1005,-2.876911,0.156587,2.6111
480,1217,-2.904129,0.026143,2.4057
560,1417,-2.724130,-0.044516,2.5400
640,1618,-2.657346,-0.088422,2.5622
720,1823,-2.559274,0.019480,2.4878
800,2033,-2.512420,0.148633,2.4524
880,2233,-2.417592,-0.054097,2.5500
960,2442,-2.387517,-0.098289,2.4498
1040,2655,-2.273018,-0.332769,2.3897
1120,2867,-2.238234,-0.096686,2.4387
1200,3088,-2.152164,0.077107,2.3167
1280,3306,-2.178493,0.168949,2.3394
1360,3524,-2.107847,0.074286,2.3578
1440,3726,-2.121472,-0.107133,2.5446
1520,3931,-2.061166,-0.151893,2.4780
1600,4140,-2.116407,0.234746,2.4450
1680,4352,-2.002256,0.139663,2.4151
1760,4571,-1.970723,-0.014930,2.3379
1840,4783,-2.019681,0.087150,2.4340
1920,4991,-1.983346,0.038825,2.4423
2000,5203,-1.967937,0.029831,2.4245
2080,5410,-1.917388,-0.020622,2.4541
2160,5623,-1.956533,0.016023,2.4225
2240,5836,-1.863394,0.009760,2.3944
2320,6045,-1.902375,0.112628,2.4498
2400,6252,-1.859657,0.012789,2.4734
2480,6466,-1.834420,-0.100341,2.4019
2560,6676,-1.826043,-0.075056,2.4333
2640,6891,-1.912099,0.143827,2.3767
2720,7105,-1.815357,-0.291003,2.4112
2800,7322,-1.860351,0.086246,2.3364
2880,7532,-1.870342,0.076619,2.4714
2960,7735,-1.836360,0.036499,2.5025
3040,7937,-1.818115,-0.033492,2.5347
3120,8136,-1.885574,-0.137520,2.5628
3200,8340,-1.835538,0.018813,2.5147
3280,8532,-1.817700,-0.056465,2.6771
3360,8733,-1.790679,-0.121493,2.5423
3440,8926,-1.798214,-0.080425,2.6373
3520,9130,-1.730502,-0.050896,2.5245
3600,9335,-1.718431,0.138302,2.5024
3680,9540,-1.747235,0.129734,2.4634
3760,9753,-1.732890,0.029992,2.4178
3840,9957,-1.802976,0.116130,2.5343
3920,10165,-1.750650,0.166382,2.4375
4000,10368,-1.702956,0.163845,2.5320
4080,10571,-1.801592,-0.164787,2.4926
4160,10784,-1.710672,0.120175,2.4507
4240,10990,-1.707290,0.067409,2.4757
4320,11194,-1.722284,0.023711,2.5147
4400,11401,-1.702940,-0.004858,2.4686
4480,11600,-1.720583,-0.051844,2.5578
4560,11818,-1.716564,0.230795,2.3532
4640,12029,-1.710953,0.042799,2.4313
4720,12245,-1.748289,0.342919,2.3704
4800,12457,-1.708912,0.189682,2.4104
4880,12667,-1.684090,0.102325,2.4524
4960,12873,-1.756282,0.007313,2.4854
5040,13074,-1.746587,-0.091369,2.5274
5120,13286,-1.675070,0.093137,2.4340
5200,13492,-1.698429,0.080055,2.5000
5280,13692,-1.584968,0.005027,2.5300
5360,13895,-1.651518,0.014179,2.5320
5440,14100,-1.671798,0.039086,2.4878
5520,14294,-1.664786,0.119292,2.6186
5600,14487,-1.643211,0.136904,2.6736
5680,14679,-1.645596,0.094881,2.6562
5760,14879,-1.643508,0.147622,2.5500
5840,15075,-1.614056,-0.019870,2.6327
