training_step,episode,mean_return,mean_loss,mean_episode_length
80,148,-0.354427,-0.171064,3.3986
160,295,-0.366511,-0.098473,3.4490
240,447,-0.355966,-0.056097,3.4079
320,600,-0.364056,0.081285,3.3333
400,748,-0.325692,-0.322690,3.4459
480,893,-0.326199,-0.016232,3.5310
560,1045,-0.322119,-0.282544,3.3684
640,1195,-0.317807,-0.128288,3.4333
720,1349,-0.284749,-0.109562,3.3312
800,1499,-0.287540,0.065070,3.4067
880,1650,-0.268118,-0.276476,3.3841
960,1798,-0.227374,-0.037213,3.4662
1040,1942,-0.232734,-0.220161,3.5417
1120,2090,-0.196579,-0.140659,3.4662
1200,2236,-0.198055,-0.189242,3.5411
1280,2384,-0.151337,-0.008227,3.3851
1360,2534,-0.081193,-0.150017,3.4600
1440,2679,-0.090606,-0.171845,3.5103
1520,2841,-0.065908,-0.106913,3.1728
1600,2996,-0.048941,-0.287377,3.2839
1680,3148,-0.021892,-0.123917,3.3684
1760,3300,-0.028647,0.023743,3.3882
1840,3453,-0.015192,0.146867,3.3595
1920,3604,0.020780,0.189420,3.3775
2000,3754,0.080594,0.147789,3.4200
2080,3902,0.043591,-0.048836,3.4392
2160,4044,0.061784,-0.129521,3.5845
2240,4187,0.107386,0.120985,3.5594
2320,4335,0.095773,-0.115024,3.5203
2400,4485,0.137917,0.042389,3.4333
2480,4632,0.158124,-0.111064,3.4422
2560,4782,0.136772,0.045595,3.4333
2640,4931,0.176178,0.150418,3.4094
2720,5081,0.198627,0.171572,3.4333
2800,5230,0.186289,-0.156646,3.4362
2880,5374,0.238844,0.111403,3.5903
2960,5510,0.262680,0.094025,3.6765
3040,5649,0.230488,0.014713,3.7338
3120,5788,0.267890,-0.212588,3.6403
3200,5929,0.283479,-0.111484,3.7021
3280,6059,0.269982,-0.222444,3.9000
3360,6191,0.302876,-0.053772,3.8788
3440,6322,0.306205,-0.191017,3.8931
3520,6449,0.354346,-0.004868,4.0472
3600,6577,0.363540,-0.075704,4.0000
3680,6702,0.363626,0.005227,4.1280
3760,6824,0.363089,0.054395,4.1311
3840,6947,0.333291,-0.008376,4.0976
3920,7068,0.361146,-0.093541,4.2893
4000,7196,0.387759,0.069616,4.0391
4080,7324,0.377590,0.050392,4.0391
4160,7445,0.422887,-0.039964,4.1240
4240,7568,0.384806,0.093618,4.1951
4320,7685,0.421606,-0.029594,4.2991
4400,7810,0.449552,0.071028,4.2080
4480,7931,0.450694,-0.093389,4.2066
4560,8054,0.406021,0.042801,4.1220
4640,8171,0.432001,0.014627,4.4444
4720,8291,0.411121,0.012417,4.2083
4800,8413,0.461944,-0.061357,4.1885
4880,8535,0.465218,-0.111355,4.2705
4960,8649,0.454739,-0.077950,4.3947
5040,8768,0.452782,0.090945,4.2773
5120,8890,0.441789,0.182230,4.1967
5200,9007,0.491077,-0.016764,4.4530
5280,9125,0.458946,-0.071591,4.2966
5360,9244,0.490489,0.129555,4.3445
5440,9358,0.480408,0.082912,4.4737
5520,9477,0.478177,-0.226699,4.3025
5600,9598,0.468548,0.132948,4.2066
5680,9718,0.524867,0.171462,4.2750
5760,9840,0.533782,-0.019516,4.2623
5840,9959,0.520676,-0.071791,4.2689
5920,10075,0.524067,0.000482,4.3534
6000,10194,0.498825,-0.168641,4.3529
6080,10311,0.511193,0.197885,4.3846
6160,10432,0.498770,0.203354,4.3058
6240,10544,0.540045,0.075443,4.4821
6320,10658,0.540677,0.140447,4.4298
6400,10775,0.559558,-0.082104,4.4444
6480,10893,0.528287,-0.009616,4.3644
6560,11010,0.534349,-0.158236,4.3248
6640,11126,0.544173,-0.039518,4.4569
6720,11246,0.528223,-0.053438,4.2917
6800,11359,0.545384,-0.266050,4.4956
6880,11475,0.494716,0.094103,4.3793
6960,11591,0.577928,0.045512,4.4310
7040,11707,0.525493,0.043750,4.4655
7120,11818,0.484657,-0.095507,4.5225
7200,11932,0.539828,-0.155386,4.5263
7280,12044,0.560134,-0.089495,4.5714
7360,12156,0.551521,-0.056535,4.6071
7440,12266,0.554565,0.064772,4.6000
7520,12381,0.559838,-0.198242,4.4609
7600,12492,0.572699,-0.161868,4.6757
7680,12601,0.552717,0.150186,4.6789
7760,12710,0.518881,0.044092,4.6514
7840,12818,0.562992,-0.040134,4.7870
7920,12926,0.536445,-0.010845,4.6667
8000,13035,0.532288,0.077240,4.7523
8080,13143,0.584888,0.082426,4.7315
8160,13252,0.578120,0.011572,4.6514
8240,13365,0.572450,-0.053411,4.6372
8320,13472,0.577454,0.129167,4.6916
8400,13580,0.568293,0.009226,4.7222
8480,13689,0.557668,-0.030858,4.7156
8560,13795,0.562686,0.079676,4.8491
8640,13900,0.619037,0.045311,4.8190
8720,14005,0.579711,-0.117643,4.8667
8800,14110,0.585034,0.138368,4.8667
8880,14222,0.607425,0.034809,4.6339
8960,14327,0.598032,0.063869,4.8857
9040,14436,0.563068,-0.119230,4.6881
9120,14542,0.580860,0.156147,4.8113
9200,14650,0.588346,-0.106994,4.8148
9280,14760,0.560264,0.069122,4.6455
9360,14869,0.611511,0.025467,4.6330
9440,14979,0.578648,-0.158374,4.6909
9520,15091,0.605475,-0.076580,4.6161
