training_step,episode,mean_return,mean_loss,mean_episode_length
80,147,0.241946,0.285355,3.4218
160,302,0.747062,0.730395,3.2968
240,456,0.520639,0.618749,3.2922
320,601,0.831650,0.868785,3.5586
400,750,0.804481,0.239904,3.4362
480,898,1.189400,0.513934,3.4865
560,1046,1.250009,0.816134,3.4797
640,1190,1.223713,0.442284,3.5069
720,1331,1.408198,1.151666,3.6383
800,1477,1.554326,0.496627,3.5068
880,1614,1.701063,0.940826,3.7299
960,1762,1.908461,0.720740,3.4797
1040,1895,2.046756,1.423944,3.8421
1120,2030,2.161247,0.901220,3.7333
1200,2168,2.295207,1.452957,3.7464
1280,2307,2.350914,1.313438,3.6978
1360,2450,2.361222,1.206972,3.5804
1440,2587,2.574468,1.422983,3.7007
1520,2722,2.244941,1.111959,3.7778
1600,2860,3.181221,1.822640,3.7464
1680,2994,2.783614,1.393704,3.8284
1760,3122,3.349208,1.641195,3.9609
1840,3244,3.570911,1.872121,4.2541
1920,3366,3.787094,1.812375,4.1148
2000,3489,4.179153,1.685127,4.2114
2080,3618,3.727956,2.094727,4.0000
2160,3746,4.022975,1.903434,3.9688
2240,3872,4.365893,2.328317,4.0635
2320,3999,4.616829,2.167955,4.0551
2400,4127,4.577599,2.412028,4.0000
2480,4255,5.078487,1.904529,3.9531
2560,4381,4.880428,1.921948,4.0476
2640,4508,5.287584,1.689918,4.0866
2720,4639,5.054841,1.934008,3.9542
2800,4762,4.989870,1.956644,4.1301
2880,4884,5.593518,1.567194,4.1721
2960,5006,5.275318,2.557050,4.1803
3040,5133,5.631263,1.923375,4.0551
3120,5260,5.596020,3.085694,4.0709
3200,5384,5.349931,2.052796,4.0242
3280,5512,5.302505,1.770171,4.0859
3360,5637,5.480836,2.053279,4.0000
3440,5759,5.597682,2.347777,4.2541
3520,5876,5.445769,1.366996,4.4017
3600,5997,5.537973,1.255283,4.2645
3680,6116,5.787413,1.955688,4.1933
3760,6237,6.405405,1.715687,4.2314
3840,6364,5.962684,1.539169,4.1024
3920,6488,5.966654,1.896502,4.1129
4000,6612,6.738404,2.005233,4.1371
4080,6734,6.036651,1.469895,4.1967
4160,6857,6.264084,1.718389,4.1301
4240,6983,5.851127,2.673829,4.1429
4320,7106,6.024369,1.868921,4.0894
4400,7228,6.374935,1.626125,4.1721
4480,7347,7.014106,1.696754,4.3529
4560,7472,6.495352,1.183267,4.0800
4640,7600,6.270589,1.334952,4.0469
4720,7725,6.690110,1.110231,4.0720
4800,7851,6.369509,1.322466,4.0397
4880,7982,6.531870,1.867232,3.8702
4960,8112,6.241853,1.312698,3.9538
5040,8236,6.634528,1.530838,4.1613
5120,8364,6.847919,1.463779,3.9609
5200,8492,6.852624,1.828510,4.0703
5280,8614,6.573469,1.448168,4.1230
5360,8739,6.769268,1.834170,4.1200
5440,8862,6.874994,1.401943,4.1789
5520,8988,6.916731,0.650523,4.0635
5600,9109,6.991650,1.569189,4.2314
5680,9232,6.968356,0.832517,4.1707
5760,9354,6.996413,0.959973,4.2049
5840,9475,7.196086,1.411037,4.1983
5920,9596,7.281327,0.550510,4.2479
6000,9717,7.171126,1.353833,4.1983
6080,9841,7.306766,0.833501,4.1532
6160,9963,6.926267,1.182823,4.1885
6240,10086,7.347085,0.576477,4.1951
