seed,function_id,best_error,evals_used
900000,11,1.262605e+02,300000
900001,11,1.536496e+02,300000
900002,11,1.112948e+02,300000
900003,11,1.185423e+02,300000
900004,11,1.074541e+02,300000
900005,11,1.365015e+02,300000
900006,11,1.227022e+02,300000
900007,11,1.277477e+02,300000
900008,11,1.551630e+02,300000
900009,11,1.529825e+02,300000
900010,11,1.577840e+02,300000
900011,11,1.361352e+02,300000
900012,11,1.320713e+02,300000
900013,11,1.374620e+02,300000
900014,11,1.361064e+02,300000
900015,11,1.079578e+02,300000
900016,11,1.353372e+02,300000
900017,11,1.253228e+02,300000
900018,11,1.668030e+02,300000
900019,11,1.608274e+02,300000
900020,11,1.444639e+02,300000
900021,11,1.573817e+02,300000
900022,11,1.302561e+02,300000
900023,11,1.238023e+02,300000
900024,11,1.082967e+02,300000
900025,11,1.331212e+02,300000
900026,11,1.526795e+02,300000
900027,11,1.457416e+02,300000
900028,11,1.420043e+02,300000
900029,11,8.463263e+01,300000
900030,11,1.305336e+02,300000
900031,11,1.069168e+02,300000
900032,11,1.442648e+02,300000
900033,11,9.684595e+01,300000
900034,11,8.547900e+01,300000
900035,11,1.497993e+02,300000
900036,11,1.340090e+02,300000
900037,11,1.110739e+02,300000
900038,11,1.371544e+02,300000
900039,11,1.387747e+02,300000
900040,11,1.194799e+02,300000
900041,11,1.395873e+02,300000
900042,11,1.465663e+02,300000
900043,11,8.905127e+01,300000
900044,11,1.422502e+02,300000
900045,11,1.584092e+02,300000
900046,11,1.537248e+02,300000
900047,11,1.348714e+02,300000
900048,11,9.162134e+01,300000
900049,11,1.369728e+02,300000
900050,11,1.323336e+02,300000
