training_step,episode,mean_return,mean_loss,mean_episode_length
80,220,-0.369468,0.149174,2.3091
160,446,-0.370997,0.036510,2.2566
240,675,-0.371526,-0.106780,2.2445
320,900,-0.351455,0.125001,2.2667
400,1131,-0.335568,-0.114346,2.2251
480,1364,-0.333325,0.194170,2.2017
560,1583,-0.327145,0.044882,2.3379
640,1808,-0.320309,0.070390,2.2622
720,2018,-0.291594,0.125205,2.4190
800,2238,-0.250187,0.242784,2.3591
880,2453,-0.211166,-0.019851,2.3535
960,2673,-0.171682,0.026714,2.3364
1040,2897,-0.174634,0.080526,2.3036
1120,3111,-0.114161,-0.149319,2.3785
1200,3315,-0.041187,0.190861,2.5245
1280,3525,-0.034168,0.256838,2.4190
1360,3727,0.010144,0.040839,2.5248
1440,3914,0.074786,0.086261,2.7487
1520,4097,0.118547,-0.028548,2.7978
1600,4276,0.160578,0.093982,2.8659
1680,4451,0.207325,-0.063109,2.9257
1760,4629,0.210583,0.005098,2.8652
1840,4806,0.270597,-0.082705,2.8814
1920,4981,0.257723,-0.140109,2.9600
2000,5156,0.357881,0.042008,2.9200
2080,5324,0.362636,0.083210,3.0238
2160,5487,0.352469,-0.026244,3.1350
2240,5649,0.395246,0.033432,3.1605
2320,5803,0.447381,0.079627,3.3377
2400,5956,0.452584,-0.038250,3.3333
2480,6103,0.498730,0.008283,3.4286
2560,6249,0.481619,0.143087,3.5822
2640,6387,0.508149,0.043940,3.6594
2720,6518,0.551025,-0.044234,3.9084
2800,6647,0.583895,0.162446,4.0000
2880,6776,0.591102,0.203276,3.9380
2960,6901,0.635474,0.041807,4.0800
3040,7025,0.654881,0.181736,4.1290
3120,7149,0.636879,-0.149681,4.1613
3200,7268,0.610553,0.097865,4.3025
3280,7379,0.629059,-0.101132,4.5766
3360,7491,0.689308,-0.053827,4.5714
3440,7605,0.706164,0.081527,4.4737
3520,7716,0.647737,0.105709,4.6757
3600,7821,0.693565,0.002041,4.8095
3680,7928,0.692309,-0.026552,4.7383
3760,8033,0.748772,0.139660,4.9143
3840,8136,0.714716,0.233586,4.9029
3920,8236,0.732197,0.116853,5.1700
4000,8332,0.684160,0.093844,5.3958
4080,8425,0.775115,0.164780,5.3763
4160,8523,0.757910,0.079074,5.2347
4240,8619,0.765612,0.304734,5.3646
4320,8713,0.699468,-0.002765,5.3936
4400,8810,0.747079,0.111326,5.4536
4480,8900,0.784698,-0.022971,5.6556
4560,8991,0.759344,0.045700,5.6923
4640,9076,0.741099,0.047960,5.8824
4720,9172,0.793050,0.043276,5.2917
4800,9266,0.739506,-0.265603,5.5106
4880,9361,0.794012,0.221393,5.4211
4960,9452,0.785716,0.149293,5.6703
5040,9546,0.796156,0.057496,5.3723
5120,9637,0.811888,0.015298,5.5275
5200,9732,0.825311,0.103390,5.4632
5280,9823,0.832968,0.184045,5.5714
5360,9912,0.798298,0.188964,5.8427
5440,10003,0.791273,0.249569,5.6374
5520,10096,0.805061,-0.038287,5.4624
5600,10187,0.793167,-0.034365,5.5714
5680,10278,0.782294,0.130012,5.6813
5760,10369,0.801751,-0.164978,5.6044
5840,10462,0.821557,-0.003322,5.4409
5920,10555,0.789711,0.295693,5.5914
6000,10645,0.838664,0.106100,5.7556
6080,10736,0.838078,0.094172,5.6044
6160,10830,0.839204,0.048789,5.5426
6240,10920,0.838523,0.072262,5.5444
6320,11012,0.841578,-0.154852,5.4783
6400,11106,0.853489,0.173740,5.5213
6480,11199,0.851408,0.060023,5.5699
6560,11298,0.843890,0.093070,5.2222
6640,11389,0.837523,0.166533,5.4945
6720,11485,0.881561,-0.078757,5.4271
6800,11578,0.865514,0.175392,5.4409
6880,11676,0.863243,0.175097,5.2449
6960,11775,0.896510,0.151778,5.2222
7040,11873,0.918478,-0.069087,5.1633
7120,11973,0.892813,-0.169491,5.1300
7200,12071,0.878065,0.072688,5.2551
7280,12166,0.893283,0.037656,5.2737
7360,12264,0.961789,0.184186,5.2653
7440,12362,0.959043,-0.003147,5.1939
7520,12459,0.924442,-0.098626,5.2887
7600,12554,0.970521,-0.053242,5.4737
7680,12649,0.972411,-0.086790,5.3263
7760,12746,1.016030,0.108730,5.3505
7840,12839,1.034532,0.073286,5.5161
7920,12936,1.027124,0.064184,5.2577
8000,13029,1.024530,0.084908,5.4624
8080,13127,1.072709,0.093448,5.2143
8160,13225,1.026274,-0.035003,5.3265
8240,13323,1.040167,-0.049194,5.1837
8320,13423,1.064336,-0.237919,5.1000
8400,13520,1.121749,-0.007233,5.2577
8480,13621,1.071578,0.065304,5.0891
8560,13716,1.039706,0.132542,5.3368
8640,13818,1.065208,0.290938,5.0588
8720,13918,1.093168,0.190398,5.0300
8800,14019,1.123001,0.194796,5.1089
8880,14115,1.113488,-0.022585,5.3021
8960,14217,1.173926,0.092429,5.0294
9040,14317,1.110896,-0.143239,5.2500
9120,14412,1.138146,0.047314,5.3579
9200,14506,1.170801,0.047488,5.3830
9280,14605,1.190862,-0.256504,5.2626
9360,14700,1.141084,-0.026210,5.3158
9440,14795,1.128507,0.173340,5.4000
9520,14891,1.165416,0.015185,5.3333
9600,14988,1.153600,0.135828,5.2577
9680,15081,1.130840,0.081475,5.4516
