seed,function_id,best_error,evals_used
900000,17,2.163281e+01,300000
900001,17,1.957474e+01,300000
900002,17,1.833752e+01,300000
900003,17,5.064948e+01,300000
900004,17,2.074661e+01,300000
900005,17,1.273340e+01,300000
900006,17,2.037317e+01,300000
900007,17,2.363602e+01,300000
900008,17,3.634579e+01,300000
900009,17,1.999152e+01,300000
900010,17,2.873669e+01,300000
900011,17,6.033542e+01,300000
900012,17,2.060645e+01,300000
900013,17,3.125220e+01,300000
900014,17,1.311035e+01,300000
900015,17,1.722293e+01,300000
900016,17,2.649042e+01,300000
900017,17,2.518695e+01,300000
900018,17,1.616534e+01,300000
900019,17,3.603653e+01,300000
900020,17,1.311667e+01,300000
900021,17,5.134314e+01,300000
900022,17,2.273001e+01,300000
900023,17,1.803305e+01,300000
900024,17,1.858640e+01,300000
900025,17,1.698187e+01,300000
900026,17,2.219235e+01,300000
900027,17,1.466968e+01,300000
900028,17,2.639215e+01,300000
900029,17,1.630582e+01,300000
900030,17,2.612024e+01,300000
900031,17,1.936496e+01,300000
900032,17,1.429688e+01,300000
900033,17,1.455740e+01,300000
900034,17,1.694354e+01,300000
900035,17,2.734943e+01,300000
900036,17,2.373859e+01,300000
900037,17,1.901312e+01,300000
900038,17,2.509500e+01,300000
900039,17,2.346243e+01,300000
900040,17,1.906757e+01,300000
900041,17,1.963205e+01,300000
900042,17,2.565784e+01,300000
900043,17,2.581024e+01,300000
900044,17,2.589322e+01,300000
900045,17,2.009131e+01,300000
900046,17,1.958420e+01,300000
900047,17,2.905338e+01,300000
900048,17,1.794138e+01,300000
900049,17,2.447305e+01,300000
900050,17,2.773248e+01,300000
