seed,function_id,best_error,evals_used
900000,8,2.096631e+01,300000
900001,8,2.086273e+01,300000
900002,8,2.089563e+01,300000
900003,8,2.086060e+01,300000
900004,8,2.095673e+01,300000
900005,8,2.086542e+01,300000
900006,8,2.093713e+01,300000
900007,8,2.098315e+01,300000
900008,8,2.094592e+01,300000
900009,8,2.093048e+01,300000
900010,8,2.094354e+01,300000
900011,8,2.094727e+01,300000
900012,8,2.092694e+01,300000
900013,8,2.093274e+01,300000
900014,8,2.093323e+01,300000
900015,8,2.091632e+01,300000
900016,8,2.093640e+01,300000
900017,8,2.093909e+01,300000
900018,8,2.096954e+01,300000
900019,8,2.092590e+01,300000
900020,8,2.096039e+01,300000
900021,8,2.073401e+01,300000
900022,8,2.094763e+01,300000
900023,8,2.097589e+01,300000
900024,8,2.076184e+01,300000
900025,8,2.078162e+01,300000
900026,8,2.091797e+01,300000
900027,8,2.093243e+01,300000
900028,8,2.094739e+01,300000
900029,8,2.074884e+01,300000
900030,8,2.091541e+01,300000
900031,8,2.093109e+01,300000
900032,8,2.095154e+01,300000
900033,8,2.097900e+01,300000
900034,8,2.095587e+01,300000
900035,8,2.097162e+01,300000
900036,8,2.094916e+01,300000
900037,8,2.097559e+01,300000
900038,8,2.092786e+01,300000
900039,8,2.099347e+01,300000
900040,8,2.084198e+01,300000
900041,8,2.092572e+01,300000
900042,8,2.098041e+01,300000
900043,8,2.092322e+01,300000
900044,8,2.092529e+01,300000
900045,8,2.095618e+01,300000
900046,8,2.098029e+01,300000
900047,8,2.096606e+01,300000
900048,8,2.094122e+01,300000
900049,8,2.095862e+01,300000
900050,8,2.085468e+01,300000
