training_step,episode,mean_return,mean_loss,mean_episode_length
80,150,-1.390347,-0.094871,3.3333
160,303,-1.436200,0.007654,3.3725
240,450,-1.326049,0.068249,3.4694
320,598,-1.406636,0.120535,3.4459
400,744,-1.340892,0.011364,3.4863
480,885,-1.346417,0.006346,3.6454
560,1030,-1.352661,0.061376,3.5448
640,1172,-1.312400,-0.164343,3.6127
720,1315,-1.313411,-0.011936,3.5664
800,1462,-1.274734,-0.045959,3.4422
880,1611,-1.263526,0.175229,3.4966
960,1749,-1.345244,-0.095586,3.6739
1040,1887,-1.269872,-0.033822,3.7391
1120,2028,-1.272831,0.013435,3.5957
1200,2170,-1.257739,-0.118466,3.6479
1280,2317,-1.196527,-0.277975,3.4762
1360,2466,-1.210567,-0.046252,3.3691
1440,2619,-1.137331,0.038687,3.4314
1520,2762,-1.155674,0.055816,3.5804
1600,2905,-1.100012,-0.100580,3.5664
1680,3046,-1.163664,-0.030916,3.5957
1760,3181,-1.010667,0.002156,3.7852
1840,3317,-1.004388,0.155565,3.7868
1920,3451,-1.018312,-0.161379,3.8209
2000,3595,-0.911510,0.087934,3.5764
2080,3738,-1.063448,0.077814,3.5874
2160,3878,-0.898589,0.049494,3.6286
2240,4022,-0.982106,-0.080871,3.5556
2320,4157,-0.899848,0.138290,3.6889
2400,4303,-0.771029,0.233229,3.6301
2480,4442,-0.632228,0.068702,3.6475
2560,4589,-0.578274,0.280798,3.5034
2640,4733,-0.674600,0.242185,3.5417
2720,4877,-0.716840,0.241124,3.5347
2800,5025,-0.426910,0.250493,3.4797
2880,5172,-0.630647,0.317454,3.4626
2960,5316,-0.470917,0.293443,3.5833
3040,5461,-0.340963,0.183782,3.5241
3120,5607,-0.258801,0.742680,3.5068
3200,5749,-0.377743,0.156102,3.5986
3280,5892,-0.181555,0.445924,3.6294
3360,6034,0.050729,1.212886,3.5563
3440,6181,0.372944,1.013667,3.4898
3520,6327,0.245433,0.767783,3.4863
3600,6477,0.305131,0.803576,3.4600
3680,6624,0.569930,1.115077,3.4694
3760,6772,0.300169,0.732292,3.4730
3840,6931,0.557388,1.421044,3.2264
3920,7081,0.599178,1.205680,3.4400
4000,7231,0.768985,1.086161,3.3533
4080,7383,1.304295,1.879845,3.3750
4160,7535,1.066124,2.041870,3.3816
4240,7683,0.900252,1.098980,3.4932
4320,7836,1.488486,2.083979,3.3203
4400,7985,1.137422,1.343347,3.4228
4480,8134,1.729790,2.376243,3.4497
4560,8286,1.587794,1.914348,3.3224
4640,8434,1.265219,2.679571,3.4865
4720,8578,1.658979,2.173534,3.5694
4800,8727,2.152290,1.875739,3.4094
4880,8875,1.602709,1.957621,3.4527
4960,9024,1.621126,2.216823,3.4497
5040,9169,1.409251,1.934271,3.5586
5120,9320,1.800317,3.135514,3.3974
5200,9466,2.154757,2.647417,3.4589
5280,9614,2.651359,2.442400,3.5135
5360,9765,2.050958,2.860909,3.3576
5440,9918,2.347791,2.381947,3.3660
5520,10071,2.732468,3.040726,3.3399
5600,10220,2.292726,2.243585,3.4564
5680,10369,2.201130,2.607854,3.3893
5760,10519,2.633329,3.073100,3.4067
5840,10672,2.914091,3.362580,3.3725
5920,10822,2.747088,2.299828,3.3867
6000,10973,2.832259,3.395106,3.4371
6080,11118,2.695363,3.101342,3.4621
6160,11268,2.988455,4.077621,3.4467
6240,11417,3.070066,3.901923,3.4430
6320,11563,3.396018,2.671387,3.4863
6400,11714,3.235910,3.437535,3.3974
6480,11866,2.977255,3.354159,3.3947
6560,12016,3.185711,2.827245,3.4067
6640,12163,2.897912,2.944557,3.4762
6720,12311,3.652378,3.384117,3.3986
6800,12461,3.388728,2.526461,3.4600
6880,12620,3.189770,3.395100,3.2516
6960,12767,3.080208,3.282119,3.4558
7040,12922,3.387178,3.190422,3.3290
7120,13078,3.198394,3.108817,3.2692
7200,13228,3.622985,3.369215,3.4267
7280,13375,2.947236,2.807522,3.4762
7360,13522,3.643160,2.916206,3.4626
7440,13675,3.608214,2.114021,3.3660
7520,13826,3.168425,3.053567,3.3907
7600,13981,2.677917,2.769284,3.3226
7680,14132,3.574405,3.240229,3.3642
7760,14291,3.783884,3.404539,3.1887
7840,14446,3.302778,2.320602,3.3548
7920,14602,3.426809,3.864475,3.2115
8000,14765,3.919788,3.033828,3.2147
8080,14916,3.485124,3.419416,3.3642
8160,15072,3.759786,3.079686,3.2756
