training_step,episode,mean_return,mean_loss,mean_episode_length
80,152,-0.368294,-0.204142,3.2697
160,305,-0.362441,0.003918,3.3856
240,454,-0.369467,0.029352,3.4497
320,608,-0.338075,-0.310476,3.3117
400,762,-0.372889,0.086136,3.3312
480,909,-0.332539,-0.054258,3.4694
560,1060,-0.342467,0.164650,3.3907
640,1205,-0.347136,-0.121859,3.5172
720,1355,-0.319720,-0.376309,3.4133
800,1504,-0.304368,0.052730,3.4832
880,1648,-0.281362,-0.191861,3.5069
960,1802,-0.259824,-0.100899,3.3636
1040,1943,-0.271347,-0.231985,3.5674
1120,2088,-0.216178,0.022480,3.5379
1200,2238,-0.160377,-0.043555,3.4333
1280,2390,-0.095632,-0.037452,3.3421
1360,2546,-0.083477,0.140790,3.3269
1440,2702,0.012709,-0.057833,3.2692
1520,2858,0.015141,-0.175267,3.2821
1600,3000,0.050345,-0.035833,3.5634
1680,3152,0.074345,0.002632,3.3750
1760,3305,0.148571,0.223038,3.3725
1840,3456,0.131422,-0.037691,3.3974
1920,3601,0.178049,0.036716,3.5103
2000,3733,0.242591,-0.118687,3.8788
2080,3871,0.270456,-0.104231,3.7609
2160,4005,0.293118,0.072319,3.7836
2240,4131,0.326101,-0.044215,4.0397
2320,4258,0.272943,-0.025364,4.0630
2400,4380,0.398754,-0.020488,4.0902
2480,4503,0.287145,0.247487,4.2764
2560,4630,0.404496,0.166839,3.9843
2640,4756,0.439190,0.032553,4.0714
2720,4881,0.425465,-0.119600,4.0960
2800,4996,0.441967,0.105863,4.4609
2880,5109,0.472903,0.092845,4.5310
2960,5225,0.542800,-0.088191,4.4052
3040,5338,0.522898,0.053071,4.5752
3120,5447,0.525308,-0.003482,4.6697
3200,5564,0.626831,0.058280,4.4103
3280,5678,0.503243,-0.372835,4.4561
3360,5790,0.600194,-0.079607,4.6161
3440,5900,0.555357,-0.048154,4.5273
3520,6013,0.601136,0.171997,4.6018
3600,6125,0.571732,0.230194,4.5804
3680,6236,0.595089,0.147030,4.6306
3760,6346,0.554402,-0.112527,4.5636
3840,6450,0.618905,0.097599,4.9712
3920,6551,0.554362,-0.158026,5.0495
4000,6658,0.620394,-0.052198,4.7383
4080,6761,0.658721,0.181511,5.0097
4160,6864,0.588398,0.021388,4.9515
4240,6966,0.623904,-0.141530,5.1275
4320,7066,0.635284,0.001813,5.0700
4400,7168,0.664646,0.039606,5.0392
4480,7270,0.682196,-0.050557,4.9608
4560,7372,0.686653,-0.065677,5.0000
4640,7476,0.681592,-0.046630,4.9615
4720,7584,0.646988,0.158777,4.7315
4800,7686,0.698307,-0.140564,4.9608
4880,7784,0.717329,-0.064337,5.3061
4960,7885,0.675177,-0.026979,5.0000
5040,7989,0.716951,0.117078,4.9519
5120,8090,0.629672,-0.010464,5.0297
5200,8193,0.675263,0.210416,5.0874
5280,8297,0.710427,-0.017944,4.8846
5360,8392,0.720290,0.068434,5.3368
5440,8492,0.719603,0.045625,5.1700
5520,8592,0.674372,0.082336,5.1300
5600,8691,0.689777,-0.047414,5.1515
5680,8796,0.699578,-0.064074,4.8667
5760,8897,0.713022,-0.170793,5.0990
5840,8996,0.754171,-0.128457,5.0909
5920,9099,0.678277,0.015403,5.0291
6000,9201,0.674375,0.009961,5.0588
6080,9300,0.719653,-0.129738,5.1313
6160,9399,0.759389,0.010514,5.1212
6240,9500,0.728485,-0.020179,5.1485
6320,9597,0.763974,0.101397,5.2268
6400,9697,0.692993,-0.013305,5.0800
6480,9794,0.725834,-0.039962,5.2784
6560,9895,0.749936,-0.113526,5.1485
6640,9996,0.739492,0.063362,5.0099
6720,10097,0.703327,0.211587,5.0396
