training_step,elapsed_seconds,mean_return,std_return,mean_loss,mean_eval_fitness,std_eval_fitness,mean_episode_length
2000,7761.38,-1.758108,0.351648,-0.064539,1.552156e+01,5.939965e+00,3.2884
4000,13983.24,-1.184123,0.201105,-0.005644,8.914526e+00,2.071446e+00,4.7588
6000,18929.09,-0.931460,0.274898,0.021964,6.074948e+00,1.905110e+00,5.9911
7280,22533.35,-0.837269,0.302892,-0.028144,5.852509e+00,1.271303e+00,6.2115
