training_step,elapsed_seconds,mean_return,std_return,mean_loss,mean_eval_fitness,std_eval_fitness,mean_episode_length
2000,14347.79,-2.780366,0.587363,-0.022836,1.423862e+02,1.031614e+02,3.1366
4000,29084.39,-1.943333,0.515963,-0.007844,1.351738e+02,1.023521e+02,2.7861
6000,42013.55,-1.746475,0.537296,0.050826,1.018985e+02,1.005829e+02,2.7020
6720,46628.80,-1.660974,0.538386,-0.006705,9.902599e+01,9.793911e+01,2.6924
