training_step,episode,mean_return,mean_loss,mean_episode_length
80,152,-1.008014,0.299405,3.3421
160,312,-1.007214,-0.058755,3.1750
240,472,-0.685892,0.234102,3.1875
320,631,-0.521303,0.561283,3.2327
400,780,-0.683944,0.322718,3.4161
480,930,-0.637394,0.275193,3.4400
560,1084,-0.508550,0.289539,3.2922
640,1244,-0.259604,0.385961,3.2313
720,1391,0.037229,0.518668,3.4286
800,1541,0.039633,0.593637,3.4600
880,1689,0.066255,0.468757,3.4459
960,1839,0.188662,0.673966,3.3667
1040,1997,0.245492,0.677266,3.2785
1120,2151,0.231680,0.407395,3.3377
1200,2300,0.349456,0.696778,3.4228
1280,2454,0.517271,0.469678,3.3247
1360,2606,0.647419,0.643643,3.3750
1440,2759,0.296511,0.289647,3.3203
1520,2914,0.468729,0.550102,3.3484
1600,3066,0.895960,0.804555,3.3224
1680,3214,0.739365,0.446435,3.4527
1760,3360,0.926575,0.353041,3.5000
1840,3502,0.987711,0.742793,3.6479
1920,3653,1.281465,0.499410,3.4172
2000,3798,1.226354,0.639351,3.5034
2080,3944,1.266875,0.652595,3.4863
2160,4093,1.409559,0.609892,3.4497
2240,4236,1.493029,0.574410,3.5455
2320,4379,1.639638,0.169313,3.5734
2400,4526,1.858660,0.751530,3.5238
2480,4675,1.475169,0.485214,3.4497
2560,4825,1.859002,0.558959,3.4267
2640,4981,1.695820,0.606914,3.2821
2720,5135,1.471057,0.538699,3.3117
2800,5284,1.805908,0.432713,3.4564
2880,5441,1.958933,0.394795,3.2484
2960,5598,1.850806,0.693664,3.2484
3040,5751,1.818223,0.639345,3.3529
3120,5905,1.920760,0.733902,3.3312
3200,6059,2.014048,0.666136,3.3247
3280,6216,1.867816,0.372588,3.2166
3360,6383,1.932808,0.677127,3.1078
3440,6548,2.048362,0.640070,3.0848
3520,6711,2.307632,0.215807,3.1718
3600,6874,2.120659,0.690252,3.1350
3680,7039,2.271715,0.429600,3.0909
3760,7203,2.375898,0.736945,3.1341
3840,7359,2.210588,0.330700,3.2564
3920,7518,2.305926,0.439560,3.2453
4000,7679,2.008742,0.320928,3.1429
4080,7843,2.381659,0.499085,3.1524
4160,8009,2.390423,0.971396,3.0843
4240,8172,2.471967,0.596296,3.1534
4320,8335,2.452328,0.800936,3.1104
4400,8497,2.477572,0.327918,3.1605
4480,8662,2.632002,0.498626,3.1152
4560,8822,2.573185,0.617795,3.1875
4640,8980,2.652300,0.455624,3.2342
4720,9143,2.605431,0.771634,3.1472
4800,9306,2.330650,0.777939,3.1534
4880,9468,2.604091,0.683595,3.1667
4960,9623,2.373543,0.743404,3.3161
5040,9781,2.815755,0.489285,3.2278
5120,9940,2.663115,0.866708,3.2201
5200,10102,2.880840,0.423702,3.1481
