training_step,episode,mean_return,mean_loss,mean_episode_length
80,143,-6.727286,1.322215,3.5035
160,292,-6.663134,0.166341,3.4362
240,441,-6.619803,0.039470,3.4631
320,588,-6.618839,0.199554,3.4830
400,741,-6.557179,0.106400,3.3007
480,895,-6.415903,0.122101,3.3377
560,1046,-6.450394,-0.069390,3.4040
640,1200,-6.357503,0.219989,3.3377
720,1349,-6.237555,-0.043538,3.4564
800,1503,-6.280918,0.099155,3.3052
880,1649,-6.236607,-0.009032,3.4589
960,1794,-6.272642,-0.047704,3.5310
1040,1940,-5.902750,0.073804,3.5342
1120,2088,-5.799187,0.100566,3.4392
1200,2230,-5.831038,-0.101273,3.6268
1280,2373,-5.880363,-0.110919,3.6014
1360,2515,-5.756820,0.149376,3.5775
1440,2660,-5.693808,0.112284,3.5172
1520,2795,-5.528930,0.109941,3.8148
1600,2930,-5.481572,0.011437,3.8000
1680,3070,-5.457562,-0.090084,3.6500
1760,3204,-5.311116,0.061547,3.8284
1840,3339,-5.237414,-0.060865,3.8000
1920,3472,-5.106636,0.041710,3.8195
2000,3609,-5.106812,0.253831,3.7518
2080,3749,-4.969455,0.028924,3.6857
2160,3883,-4.991207,-0.252531,3.7910
2240,4019,-4.794370,0.138467,3.7574
2320,4152,-4.842452,0.151736,3.8647
2400,4289,-4.789118,0.025421,3.7518
2480,4428,-4.714176,0.075904,3.6691
2560,4565,-4.751193,0.174184,3.6934
2640,4706,-4.695933,0.049532,3.7021
2720,4839,-4.645821,0.104825,3.8421
2800,4981,-4.695990,0.241464,3.5563
2880,5124,-4.611990,-0.083799,3.5874
2960,5265,-4.632606,0.063401,3.6312
3040,5406,-4.496915,0.131046,3.6099
3120,5541,-4.481581,-0.033462,3.8222
3200,5679,-4.399524,0.143375,3.7536
3280,5814,-4.472703,0.092368,3.7704
3360,5947,-4.477693,-0.035187,3.8271
3440,6085,-4.256182,0.176717,3.7681
3520,6219,-4.267064,0.155259,3.8134
3600,6354,-4.068902,0.274499,3.7111
3680,6488,-4.005840,0.566137,3.8134
3760,6630,-4.268953,-0.041420,3.6761
3840,6765,-3.578868,0.515251,3.7556
3920,6902,-3.747025,1.226326,3.7445
4000,7038,-3.573859,0.530464,3.7647
4080,7175,-3.687820,0.488372,3.7518
4160,7309,-3.429108,0.830644,3.8507
4240,7444,-3.257604,1.308252,3.7037
4320,7581,-3.412528,0.539845,3.7810
4400,7710,-2.988159,0.648683,3.9225
4480,7848,-2.233389,1.891333,3.7319
4560,7978,-2.385173,1.555605,3.9308
4640,8116,-1.701738,3.566214,3.7319
4720,8251,-1.493769,1.975726,3.8296
4800,8384,-1.727705,2.071445,3.7970
4880,8516,-1.016788,3.341420,3.8788
4960,8650,-1.460208,2.977476,3.8284
5040,8784,-1.718232,3.287606,3.7761
5120,8921,-1.365861,3.811770,3.7372
5200,9057,-0.265705,4.422258,3.8309
5280,9194,-0.525022,5.604469,3.7153
5360,9324,-0.803705,4.924244,3.9231
5440,9463,-0.307536,5.504296,3.7122
5520,9601,0.330160,5.106348,3.7101
5600,9743,-0.445580,4.886649,3.6197
5680,9878,0.224617,4.713143,3.7852
5760,10010,-0.235758,2.901753,3.8636
5840,10143,-0.190770,5.784254,3.8421
5920,10277,0.029543,5.537765,3.8433
6000,10413,-0.002578,5.132277,3.7794
6080,10545,0.726725,4.897383,3.8182
6160,10677,0.833066,4.321305,3.9242
6240,10816,0.423814,4.258261,3.6835
6320,10950,0.460668,3.862717,3.7985
6400,11086,0.927274,5.891695,3.7794
6480,11222,0.151615,3.655524,3.7647
6560,11355,1.215839,5.162934,3.7669
6640,11489,1.234194,5.359519,3.8955
6720,11625,1.351160,5.103497,3.7868
6800,11756,1.193620,5.044966,3.9160
6880,11886,1.545844,5.280897,3.9308
6960,12018,1.284465,5.299974,3.8485
7040,12151,0.960761,5.740718,3.8271
7120,12281,0.974776,5.056259,4.0000
7200,12417,1.207507,4.930136,3.7206
7280,12551,1.413632,4.726896,3.8806
7360,12688,1.781559,4.987873,3.7153
7440,12817,2.456140,4.501403,3.9457
7520,12951,2.131284,4.800508,3.8209
7600,13082,1.121772,5.613769,3.8931
7680,13219,1.892326,6.293756,3.7518
7760,13355,2.152090,6.246287,3.7426
7840,13491,1.666700,5.730465,3.7941
7920,13624,1.968900,5.722794,3.8647
8000,13757,1.869963,4.967840,3.8045
8080,13888,1.414225,4.671189,3.8702
8160,14019,1.337002,4.716557,3.9466
8240,14157,2.502641,4.387318,3.7319
8320,14294,2.910451,4.709836,3.7226
8400,14431,2.460257,4.593949,3.7445
8480,14569,2.543420,5.412872,3.7464
8560,14708,3.024531,5.931619,3.6619
8640,14849,2.276153,6.778500,3.6241
8720,14988,3.115311,5.890755,3.6619
8800,15127,3.211940,4.564005,3.6906
