training_step,episode,mean_return,mean_loss,mean_episode_length
80,217,-1.316251,-0.120668,2.3502
160,429,-1.325255,-0.053762,2.3868
240,652,-1.294339,-0.050797,2.3004
320,867,-1.301700,-0.190241,2.3860
400,1087,-1.326003,-0.172935,2.3136
480,1303,-1.282658,-0.097314,2.3796
560,1521,-1.261118,-0.134939,2.3578
640,1740,-1.288688,-0.105231,2.3516
720,1958,-1.283793,0.138192,2.3349
800,2178,-1.252241,-0.129094,2.3318
880,2394,-1.218807,-0.025694,2.3657
960,2612,-1.206459,0.009379,2.3349
1040,2828,-1.199540,-0.116831,2.3889
1120,3042,-1.194821,-0.152532,2.3879
1200,3253,-1.148142,0.080265,2.4408
1280,3464,-1.166276,-0.115298,2.4028
1360,3672,-1.152481,-0.105016,2.4615
1440,3882,-1.083910,0.039621,2.4429
1520,4101,-1.031294,0.143069,2.3425
1600,4316,-1.137107,-0.032576,2.3767
1680,4530,-1.013166,0.107064,2.3925
1760,4745,-0.992362,0.146675,2.3814
1840,4945,-1.006449,0.260548,2.5550
1920,5149,-0.981343,0.144549,2.5147
2000,5351,-0.903699,0.149260,2.5248
2080,5563,-0.717828,0.307747,2.4387
2160,5761,-0.839442,0.174640,2.5707
2240,5966,-0.797875,0.159200,2.4927
2320,6174,-0.695021,0.161006,2.4615
2400,6382,-0.733707,0.297992,2.4663
2480,6592,-0.645616,0.406715,2.4333
2560,6799,-0.683292,0.177791,2.4734
2640,7011,-0.595559,0.172392,2.4198
2720,7216,-0.548280,0.120871,2.4878
2800,7423,-0.499639,0.338447,2.4831
2880,7634,-0.493596,0.194345,2.4313
2960,7843,-0.415802,0.243323,2.4498
3040,8051,-0.444105,0.277994,2.4615
3120,8258,-0.420979,0.455723,2.4734
3200,8456,-0.421887,0.114294,2.5859
3280,8662,-0.355240,0.397797,2.4854
3360,8862,-0.337792,0.351199,2.5400
3440,9062,-0.325736,0.065372,2.5700
3520,9262,-0.439024,0.350997,2.5650
3600,9465,-0.344054,0.302936,2.5074
3680,9659,-0.262937,0.304107,2.6443
3760,9859,-0.400948,0.262700,2.5800
3840,10052,-0.182702,0.573823,2.6477
3920,10239,-0.304813,0.322234,2.7326
4000,10429,-0.235631,0.420792,2.6737
4080,10620,-0.253045,0.134306,2.7173
4160,10804,-0.144384,0.353400,2.7446
4240,11001,-0.164509,0.582857,2.6142
4320,11189,-0.201857,0.324851,2.7181
4400,11376,-0.137542,0.434509,2.7433
4480,11567,-0.121418,0.232510,2.6754
4560,11751,-0.112108,0.305155,2.7989
4640,11929,0.004462,0.223309,2.8652
4720,12111,-0.084326,0.210365,2.8022
4800,12295,0.061802,0.237199,2.7989
4880,12472,-0.028817,0.318085,2.8814
4960,12653,0.003541,0.248922,2.8066
5040,12840,0.001923,0.484249,2.7807
5120,13021,-0.112470,0.335478,2.8066
5200,13204,0.048997,0.006985,2.8087
5280,13387,0.013240,0.379375,2.7923
5360,13564,-0.107591,0.132288,2.8870
5440,13743,0.087480,0.493556,2.8603
5520,13923,-0.075697,0.389822,2.8222
5600,14103,0.055670,0.328557,2.8500
5680,14282,0.037116,0.266682,2.8939
5760,14462,0.113305,0.470108,2.8222
5840,14645,0.097955,0.324444,2.8142
5920,14823,0.013982,0.279704,2.8764
6000,15003,0.064534,0.509012,2.8389
