training_step,episode,mean_return,mean_loss,mean_episode_length
80,131,-1.267993,-0.096916,3.8092
160,269,-1.254547,-0.200510,3.7319
240,401,-1.211130,0.054238,3.8409
320,538,-1.104312,0.021805,3.7445
400,673,-1.090341,-0.173196,3.8222
480,802,-0.935140,0.206819,3.9845
560,939,-0.943104,-0.031459,3.7445
640,1065,-0.877653,-0.114961,4.0159
720,1190,-0.891511,0.055091,4.0960
800,1319,-0.764078,-0.047581,4.0078
880,1450,-0.632980,-0.045729,3.8931
960,1582,-0.737278,0.024684,3.9015
1040,1707,-0.588408,0.067417,4.0480
1120,1833,-0.620802,0.094325,4.0556
1200,1959,-0.452387,0.169097,4.0635
1280,2085,-0.406648,0.186890,4.1349
1360,2211,-0.391402,0.077270,4.0079
1440,2333,-0.234326,0.194732,4.1967
1520,2451,-0.240382,0.069106,4.2966
1600,2572,-0.174911,0.110307,4.2810
1680,2697,-0.058750,0.234662,4.0640
1760,2817,-0.155608,-0.010932,4.2917
1840,2936,0.033947,0.352492,4.2773
1920,3056,0.044365,0.094922,4.2750
2000,3179,0.126786,0.174067,4.1951
2080,3295,0.124770,-0.017288,4.3362
2160,3416,0.352483,0.111615,4.2231
2240,3534,0.212063,0.103195,4.3814
2320,3645,0.391190,0.194760,4.5946
2400,3759,0.483755,0.386123,4.4737
2480,3879,0.371151,0.276028,4.2750
2560,3998,0.395538,0.113151,4.3782
2640,4115,0.556600,0.107740,4.3248
2720,4230,0.651990,0.129535,4.3913
2800,4344,0.753552,0.246660,4.5877
2880,4454,0.826380,0.339564,4.6273
2960,4563,0.751138,0.207935,4.7156
3040,4674,0.899139,0.397107,4.5946
3120,4788,0.871041,0.488505,4.5000
3200,4896,0.860230,0.320740,4.6389
3280,5010,0.963584,0.228174,4.5702
3360,5121,0.828374,0.185417,4.6486
3440,5232,1.195907,0.271498,4.5676
3520,5346,1.124765,0.472532,4.5263
3600,5453,1.167244,0.125893,4.7290
3680,5568,1.260267,0.433870,4.5217
3760,5677,1.221424,0.393394,4.6697
3840,5791,1.208964,0.208672,4.4825
3920,5907,1.062761,0.258784,4.4741
4000,6019,1.501170,0.327000,4.5089
4080,6134,1.227170,0.130464,4.4609
4160,6244,1.403209,0.353270,4.6455
4240,6358,1.420807,0.237079,4.4211
4320,6473,1.441363,0.235298,4.5391
4400,6585,1.527810,0.358186,4.5357
4480,6694,1.554296,0.374854,4.7156
4560,6805,1.445279,0.242001,4.5946
4640,6918,1.646317,0.450628,4.5575
4720,7031,1.725906,0.421275,4.4867
4800,7139,1.526902,0.338252,4.7593
4880,7253,1.762739,0.306846,4.5351
4960,7364,1.405257,0.478271,4.5766
5040,7475,1.654629,0.462834,4.5856
5120,7585,1.595213,0.340544,4.6909
5200,7697,1.454856,0.399852,4.5982
5280,7810,1.542334,0.175168,4.5221
5360,7921,1.851943,0.321606,4.5225
5440,8036,1.746465,0.351488,4.5304
5520,8148,1.721879,0.108306,4.6161
5600,8259,1.790477,0.490420,4.5315
5680,8374,1.810659,0.568163,4.4435
5760,8491,1.780412,0.407567,4.3504
5840,8608,1.766073,0.293749,4.4786
5920,8722,1.877696,0.360942,4.4912
6000,8838,1.941668,0.437436,4.3793
6080,8952,1.843171,0.321650,4.4123
6160,9071,1.799986,0.524925,4.3697
6240,9187,1.899965,0.330119,4.4224
6320,9298,1.995928,0.191116,4.5676
6400,9415,2.028738,0.441156,4.3846
6480,9530,1.959362,0.551445,4.4696
6560,9645,1.822082,0.238594,4.4348
6640,9760,2.021474,0.335244,4.4696
6720,9874,1.962704,0.580533,4.5175
6800,9986,2.050809,0.413392,4.5536
6880,10097,2.125294,0.369296,4.6126
6960,10209,1.905305,0.404180,4.5446
7040,10321,2.013054,0.583822,4.5446
7120,10431,1.918989,0.302357,4.6182
7200,10546,2.042076,0.546895,4.4783
7280,10660,2.179829,0.159644,4.6316
7360,10771,2.083329,0.220025,4.5045
7440,10883,2.018926,0.346501,4.5714
7520,10997,2.096842,0.358247,4.5439
7600,11110,1.931356,0.296973,4.5487
7680,11222,2.005557,0.327784,4.5536
7760,11337,1.981436,0.296850,4.4261
7840,11448,2.231684,0.320703,4.5315
7920,11566,2.196156,0.411859,4.4068
8000,11684,2.080348,0.409077,4.3644
8080,11801,2.058620,0.294240,4.4017
8160,11915,2.080985,0.449366,4.3947
8240,12033,2.117434,0.498889,4.4068
8320,12152,2.174109,0.085264,4.3697
8400,12263,2.341155,0.621535,4.4775
8480,12381,2.331471,0.586350,4.4153
8560,12494,2.086314,0.475464,4.5044
8640,12610,2.128855,0.287130,4.4483
8720,12725,2.239933,0.383179,4.3913
8800,12842,2.306756,0.378655,4.4017
8880,12956,2.538709,0.137529,4.4912
8960,13071,2.102185,0.269038,4.4087
9040,13185,2.324123,0.274006,4.5702
9120,13297,2.241640,0.134339,4.5089
9200,13411,2.223104,0.483276,4.5614
9280,13524,2.237576,0.250844,4.4690
9360,13641,2.335489,0.278774,4.3590
9440,13758,2.152902,0.480433,4.4444
9520,13870,2.558343,0.547917,4.5000
9600,13985,2.424328,0.164052,4.4696
9680,14099,2.453761,0.361505,4.5000
9760,14212,2.267007,0.536650,4.5221
9840,14327,2.451908,0.488180,4.4870
9920,14434,2.296136,0.490006,4.6542
10000,14549,2.438928,0.522283,4.5652
10080,14660,2.312087,0.481410,4.6216
10160,14773,2.434110,0.381564,4.4602
10240,14886,2.360466,0.283598,4.6106
10320,15002,2.489109,0.208266,4.4310
