training_step,episode,mean_return,mean_loss,mean_episode_length
80,210,-1.310655,-0.092128,2.4333
160,414,-1.313097,0.043697,2.4608
240,624,-1.309851,-0.188389,2.4286
320,828,-1.306548,-0.015061,2.5392
400,1037,-1.320705,-0.024514,2.4498
480,1246,-1.271689,0.026734,2.4641
560,1450,-1.266760,-0.170777,2.5000
640,1646,-1.243716,-0.093887,2.6276
720,1846,-1.247643,0.098941,2.5550
800,2047,-1.219287,0.040808,2.5323
880,2252,-1.207804,-0.060523,2.4927
960,2459,-1.127289,0.139203,2.4589
1040,2659,-1.149485,-0.054755,2.5700
1120,2862,-1.082231,0.168147,2.5320
1200,3061,-1.083047,0.109824,2.5829
1280,3258,-0.987258,0.133580,2.5838
1360,3458,-0.961978,0.160334,2.5500
1440,3660,-0.947066,0.177463,2.5545
1520,3859,-0.868281,0.199290,2.5427
1600,4062,-0.743694,0.034991,2.5320
1680,4264,-0.695042,0.223562,2.5495
1760,4465,-0.610709,0.138509,2.5622
1840,4665,-0.550423,0.079845,2.5600
1920,4865,-0.379124,0.265140,2.5350
2000,5065,-0.484039,0.178417,2.5400
2080,5269,-0.320015,0.298726,2.5343
2160,5483,-0.240437,0.182936,2.4112
2240,5697,-0.119478,0.229245,2.3832
2320,5908,-0.217861,0.158063,2.4123
2400,6123,-0.208637,0.303944,2.3953
2480,6341,-0.140758,0.352209,2.3486
2560,6556,-0.114407,0.192772,2.3907
2640,6768,-0.037032,0.334080,2.4057
2720,6985,-0.006216,0.177245,2.3641
2800,7202,0.074210,0.343109,2.3502
2880,7420,0.046968,0.244563,2.3761
2960,7633,0.145775,0.344859,2.3615
3040,7851,0.256418,0.515364,2.3853
3120,8064,-0.004287,0.285338,2.3709
3200,8282,0.082038,0.354958,2.3578
3280,8503,0.164458,0.558676,2.3167
3360,8722,0.271320,0.304220,2.3333
3440,8941,0.155911,0.506809,2.3562
3520,9158,0.090869,0.420520,2.3456
3600,9373,0.054682,0.487141,2.3767
3680,9598,0.220114,0.323348,2.2800
3760,9829,0.250542,0.632444,2.2208
3840,10051,0.278743,0.199588,2.3153
3920,10266,0.250334,0.457473,2.3628
4000,10490,0.269428,0.644154,2.2902
4080,10713,0.284633,0.330402,2.3094
4160,10932,0.253286,0.510010,2.3196
4240,11150,0.169674,0.377759,2.3624
4320,11371,0.299294,0.377147,2.3122
4400,11589,0.329744,0.356852,2.3349
4480,11806,0.330998,0.168665,2.3779
4560,12028,0.394108,0.388582,2.2883
4640,12244,0.385693,0.562590,2.3843
4720,12454,0.369785,0.368946,2.4238
4800,12676,0.295573,0.347657,2.3198
4880,12895,0.375285,0.301516,2.3425
4960,13116,0.314808,0.453606,2.3213
5040,13344,0.489065,0.377144,2.2412
5120,13576,0.326860,0.403836,2.2112
5200,13807,0.501041,0.461184,2.2121
5280,14038,0.462850,0.394597,2.2208
5360,14262,0.400901,0.454796,2.2723
5440,14496,0.415728,0.449078,2.1923
5520,14732,0.503202,0.657347,2.1737
5600,14958,0.270092,0.554843,2.2566
5680,15190,0.297896,0.395138,2.2112
