seed,function_id,best_error,evals_used
900000,8,2.098621e+01,300000
900001,8,2.095361e+01,300000
900002,8,2.095721e+01,300000
900003,8,2.092090e+01,300000
900004,8,2.097479e+01,300000
900005,8,2.096545e+01,300000
900006,8,2.102045e+01,300000
900007,8,2.094299e+01,300000
900008,8,2.095123e+01,300000
900009,8,2.097504e+01,300000
900010,8,2.090839e+01,300000
900011,8,2.096356e+01,300000
900012,8,2.095416e+01,300000
900013,8,2.081354e+01,300000
900014,8,2.093890e+01,300000
900015,8,2.093311e+01,300000
900016,8,2.093225e+01,300000
900017,8,2.096460e+01,300000
900018,8,2.101642e+01,300000
900019,8,2.086212e+01,300000
900020,8,2.098718e+01,300000
900021,8,2.093671e+01,300000
900022,8,2.097839e+01,300000
900023,8,2.095911e+01,300000
900024,8,2.096753e+01,300000
900025,8,2.093958e+01,300000
900026,8,2.100409e+01,300000
900027,8,2.099554e+01,300000
900028,8,2.101447e+01,300000
900029,8,2.085541e+01,300000
900030,8,2.092487e+01,300000
900031,8,2.097314e+01,300000
900032,8,2.091833e+01,300000
900033,8,2.089862e+01,300000
900034,8,2.081396e+01,300000
900035,8,2.091644e+01,300000
900036,8,2.100629e+01,300000
900037,8,2.082965e+01,300000
900038,8,2.087256e+01,300000
900039,8,2.095605e+01,300000
900040,8,2.089124e+01,300000
900041,8,2.092621e+01,300000
900042,8,2.091162e+01,300000
900043,8,2.087744e+01,300000
900044,8,2.086432e+01,300000
900045,8,2.087012e+01,300000
900046,8,2.091882e+01,300000
900047,8,2.084711e+01,300000
900048,8,2.091998e+01,300000
900049,8,2.095587e+01,300000
900050,8,2.092462e+01,300000
