training_step,episode,mean_return,mean_loss,mean_episode_length
80,212,-3.068988,0.427967,2.3774
160,416,-3.106725,0.047717,2.4951
240,632,-3.112264,-0.003584,2.3796
320,842,-2.981196,-0.123289,2.4476
400,1052,-2.910011,0.042893,2.4286
480,1270,-2.865213,-0.318805,2.3440
560,1481,-2.768726,-0.016670,2.4502
640,1699,-2.682191,-0.026005,2.3440
720,1920,-2.632215,0.000777,2.3122
800,2146,-2.492828,0.035387,2.2655
880,2373,-2.461845,-0.052546,2.2643
960,2604,-2.416971,-0.086152,2.2294
1040,2833,-2.334199,-0.055118,2.2183
1120,3059,-2.225327,0.094272,2.2655
1200,3281,-2.200303,-0.075932,2.2973
1280,3506,-2.101938,-0.141220,2.2800
1360,3738,-2.123961,0.096106,2.2284
1440,3964,-2.097245,-0.097496,2.2522
1520,4196,-2.063311,-0.000620,2.2026
1600,4424,-2.017323,0.130298,2.2500
1680,4661,-2.027589,-0.064408,2.1646
1760,4892,-1.963690,-0.241632,2.2165
1840,5127,-2.012621,-0.117374,2.1702
1920,5356,-1.893815,-0.242393,2.2402
2000,5592,-1.974609,-0.121194,2.1780
2080,5827,-1.893877,-0.016012,2.1787
2160,6062,-1.941157,0.111886,2.1660
2240,6297,-1.889790,-0.060212,2.1787
2320,6534,-1.870761,-0.185513,2.1477
2400,6769,-1.874762,-0.063884,2.2043
2480,7006,-1.815512,-0.142962,2.1477
2560,7248,-1.821718,-0.006251,2.1281
2640,7484,-1.872124,-0.197546,2.1653
2720,7729,-1.840924,0.009671,2.0939
2800,7961,-1.756683,0.043260,2.1940
2880,8201,-1.829220,-0.112922,2.1375
2960,8440,-1.816936,-0.058206,2.1381
3040,8680,-1.707207,-0.076876,2.1458
3120,8923,-1.733033,0.003027,2.1029
3200,9169,-1.709538,-0.020157,2.0732
3280,9418,-1.720235,-0.136775,2.0683
3360,9662,-1.702304,0.006075,2.0943
3440,9904,-1.765185,-0.000644,2.0950
3520,10149,-1.682542,-0.134685,2.1143
3600,10388,-1.671225,-0.107592,2.1339
3680,10624,-1.657400,-0.089980,2.1568
3760,10867,-1.655722,0.229051,2.1070
3840,11109,-1.637877,-0.013499,2.1364
3920,11350,-1.695839,0.025164,2.0996
4000,11593,-1.665932,0.016975,2.1358
4080,11837,-1.660830,-0.062709,2.0902
4160,12079,-1.658555,-0.061024,2.1157
4240,12320,-1.629880,0.100639,2.1079
4320,12565,-1.675330,0.008925,2.0898
4400,12816,-1.676148,-0.019301,2.0598
4480,13061,-1.592001,-0.005055,2.0857
4560,13307,-1.639219,0.044102,2.0772
4640,13555,-1.645365,0.277393,2.0645
4720,13802,-1.562674,0.186225,2.0891
4800,14048,-1.595114,-0.169812,2.0772
4880,14296,-1.614871,0.024070,2.0524
4960,14545,-1.661184,-0.187497,2.0442
5040,14792,-1.606093,0.046563,2.0850
5120,15038,-1.580216,-0.035678,2.0732
