training_step,elapsed_seconds,mean_return,std_return,mean_loss,mean_eval_fitness,std_eval_fitness,mean_episode_length
2000,8149.03,-4.715338,2.798002,1.650136,5.239941e+00,9.604169e+00,3.2591
4000,17051.53,-1.400745,2.759037,1.981302,3.577551e+00,1.070865e+01,2.9257
6000,25724.90,-0.238274,2.552705,1.904672,9.187817e+00,2.737065e+01,2.9623
7200,30864.68,0.120146,2.270472,1.566979,1.026611e-02,9.030143e-03,3.1728
