training_step,episode,mean_return,mean_loss,mean_episode_length
80,174,-6.668622,1.116156,2.8908
160,358,-6.758146,0.976587,2.7935
240,538,-6.275694,1.391551,2.8389
320,712,-6.236023,0.870025,2.9195
400,887,-6.024003,1.523930,2.9771
480,1050,-6.057313,0.644166,3.0859
560,1218,-5.663551,1.517876,3.0714
640,1391,-5.648021,1.599587,2.9711
720,1556,-5.979657,0.478085,3.0788
800,1721,-5.263996,0.983685,3.1030
880,1876,-5.520791,1.124950,3.2903
960,2035,-5.128820,0.881558,3.2264
1040,2198,-5.155038,0.862844,3.1534
1120,2359,-4.788898,0.852918,3.1863
1200,2518,-4.991715,0.479679,3.2201
1280,2669,-4.252685,1.516065,3.3974
1360,2824,-4.349326,1.179148,3.2516
1440,2977,-4.025416,1.229353,3.3922
1520,3129,-4.219411,1.143042,3.3684
1600,3280,-3.719061,1.657662,3.4040
1680,3426,-4.176074,1.025035,3.4521
1760,3569,-3.947005,1.721193,3.6154
1840,3716,-3.553822,1.499676,3.4422
1920,3866,-3.782175,1.142261,3.4533
2000,4015,-3.380200,1.378664,3.4295
2080,4162,-2.876468,2.393585,3.4830
2160,4309,-3.158001,2.010728,3.4898
2240,4450,-2.509156,1.472419,3.6099
2320,4585,-3.216689,1.587122,3.7852
2400,4720,-3.005634,1.284494,3.7704
2480,4862,-2.888666,1.476017,3.6549
2560,5001,-2.928507,1.255031,3.5971
2640,5148,-2.515720,1.565802,3.5578
2720,5287,-2.504799,1.947536,3.6619
2800,5423,-2.849315,0.940628,3.7941
2880,5556,-2.054747,1.727752,3.8571
2960,5689,-2.469758,1.738841,3.7744
3040,5831,-2.351595,1.236575,3.6690
3120,5968,-1.989714,1.801277,3.7153
3200,6105,-1.999879,1.767845,3.7445
3280,6241,-2.047461,1.718473,3.7426
3360,6378,-2.034808,2.065358,3.7664
3440,6513,-1.523755,1.697540,3.7481
3520,6650,-1.694110,1.789388,3.7445
3600,6779,-1.540928,1.613360,3.9690
3680,6914,-1.701257,1.609522,3.8296
3760,7050,-1.775583,1.638982,3.7941
3840,7186,-1.460200,2.979539,3.7574
3920,7324,-1.584501,1.889387,3.6594
4000,7461,-1.471482,1.502147,3.7445
4080,7599,-1.233132,2.051098,3.7174
4160,7737,-1.639047,1.820296,3.7536
4240,7869,-1.177693,2.182802,3.8182
4320,8015,-1.302510,1.583191,3.5685
4400,8152,-1.208983,2.232279,3.7007
4480,8286,-1.762861,1.527042,3.8209
4560,8414,-1.105304,1.187922,3.9219
4640,8558,-1.871632,1.908570,3.6458
4720,8695,-1.010514,1.764885,3.6715
4800,8825,-1.334347,1.859299,4.0154
4880,8958,-1.095105,1.914560,3.7820
4960,9091,-0.887600,1.457466,3.8947
5040,9226,-1.269550,2.064260,3.7852
5120,9359,-1.337705,2.023880,3.8045
5200,9492,-1.364842,1.536461,3.8421
5280,9633,-0.848098,1.584872,3.6667
5360,9766,-1.137082,2.029369,3.8346
5440,9902,-0.831003,1.850451,3.7500
5520,10032,-0.705958,1.761969,3.9846
5600,10162,-1.018884,1.334082,3.9308
5680,10291,-0.956145,2.268793,3.9767
5760,10417,-0.807399,1.763867,4.0317
5840,10541,-0.879793,1.216145,4.1129
5920,10665,-0.884192,2.470152,4.1774
6000,10786,-0.826862,1.684779,4.1322
6080,10913,-0.481128,1.838360,4.1260
6160,11045,-1.101688,1.699325,3.8712
6240,11175,-0.630712,1.793555,3.8923
6320,11300,-0.797540,1.879521,4.1200
6400,11425,-0.826657,1.918253,4.1040
6480,11543,-0.808932,1.018677,4.3220
6560,11667,-0.265283,1.807825,4.0968
6640,11789,-0.141524,1.746165,4.2049
6720,11908,-0.874344,1.764531,4.3613
6800,12031,-0.742485,1.626970,4.2114
6880,12142,-0.491741,0.960956,4.5045
6960,12257,-0.492306,2.230388,4.4522
7040,12374,-0.505879,2.063501,4.3675
7120,12490,-0.442437,1.342836,4.4052
7200,12608,-0.648437,1.681321,4.4322
7280,12725,-0.373478,1.733398,4.3248
7360,12845,-0.011186,2.467336,4.2417
7440,12961,-0.397900,2.049462,4.3966
7520,13081,-0.313021,1.679833,4.3000
7600,13197,-0.435635,1.717201,4.4138
7680,13308,-0.618981,1.934601,4.6396
7760,13419,-0.331286,2.073745,4.5586
7840,13536,-0.536406,1.421873,4.4017
7920,13649,-0.288086,1.539324,4.5575
8000,13765,-0.255106,2.397410,4.4310
8080,13884,-0.227859,2.023748,4.2941
8160,13999,0.016455,1.639361,4.4087
8240,14117,-0.254223,1.162945,4.3220
8320,14231,-0.342543,1.700587,4.5526
8400,14347,-0.326379,2.223089,4.2931
8480,14461,-0.000282,1.622890,4.5526
8560,14574,-0.060166,1.536311,4.5221
8640,14683,-0.353462,2.306861,4.6697
8720,14798,-0.235072,1.687347,4.4087
8800,14909,-0.097173,1.646685,4.6486
8880,15027,-0.084870,1.324498,4.4068
