training_step,episode,mean_return,mean_loss,mean_episode_length
80,215,-0.713863,0.808614,2.3442
160,427,0.247124,2.588116,2.4340
240,638,0.580247,3.779097,2.4076
320,837,0.837697,3.181593,2.5578
400,1036,1.798802,4.612262,2.5779
480,1236,2.398238,3.821198,2.5750
560,1438,3.740507,3.879916,2.5594
640,1643,4.611630,3.498664,2.4878
720,1849,5.083085,4.464092,2.4466
800,2052,5.328926,2.380468,2.5468
880,2252,6.007637,2.421021,2.5600
960,2453,6.972713,2.785692,2.5622
1040,2658,6.784502,2.699734,2.4829
1120,2861,7.215714,0.406872,2.5320
1200,3070,7.162588,0.836416,2.4545
1280,3278,7.279906,0.710579,2.4423
1360,3486,7.278159,1.366245,2.4760
1440,3698,7.542237,0.729333,2.4151
1520,3915,7.708806,0.088876,2.3410
1600,4135,7.562063,0.748218,2.3455
1680,4346,7.713761,0.150320,2.4171
1760,4558,7.584319,0.636798,2.4292
1840,4777,7.648495,0.704674,2.3333
1920,4990,7.617813,0.526426,2.3803
2000,5205,7.843629,-0.074696,2.4047
2080,5421,7.803494,0.474856,2.3657
2160,5631,7.718843,0.289670,2.4429
2240,5845,7.946343,-0.184472,2.3738
2320,6066,7.839811,-0.100083,2.3394
2400,6292,7.726453,0.002474,2.2655
2480,6508,7.739620,-0.095395,2.3426
2560,6726,7.709839,-0.032712,2.3670
2640,6939,7.844153,-0.101425,2.3991
2720,7152,7.757525,0.678825,2.3991
2800,7369,7.761994,0.449974,2.3779
2880,7585,7.846318,0.424515,2.3611
2960,7804,7.768864,0.740571,2.3288
3040,8026,7.809139,0.216326,2.3333
3120,8236,7.790115,1.188418,2.4190
3200,8448,7.620255,0.384169,2.3962
3280,8675,7.893101,-0.020537,2.2819
3360,8890,7.819171,0.445438,2.3814
3440,9108,7.807253,0.042150,2.3440
3520,9325,7.739574,-0.076872,2.3594
3600,9537,7.730242,0.548109,2.4057
3680,9750,7.695266,0.049469,2.3991
3760,9970,7.879774,0.098710,2.3455
3840,10191,7.573661,1.107065,2.3167
3920,10402,7.850403,0.230428,2.4123
4000,10621,7.908300,0.598063,2.3379
4080,10842,7.764373,0.036871,2.3032
4160,11066,7.960035,-0.038611,2.3080
4240,11288,7.821790,1.382935,2.3018
4320,11510,7.837487,-0.066334,2.3063
4400,11734,7.884595,-0.000195,2.2857
4480,11962,7.867888,1.049394,2.2456
4560,12194,7.824621,0.542744,2.2069
4640,12425,7.808776,0.050165,2.2208
4720,12653,7.839123,0.641481,2.2325
4800,12885,7.877447,0.581944,2.1983
4880,13119,7.865107,0.622549,2.2051
4960,13349,7.927836,0.647961,2.2217
5040,13584,7.861305,0.682754,2.1787
5120,13819,7.795053,0.598259,2.1915
5200,14052,7.729378,-0.079760,2.1888
5280,14291,7.834466,0.018441,2.1548
5360,14518,7.878951,0.695653,2.2423
5440,14749,7.930755,-0.040043,2.2208
5520,14979,7.915303,0.753022,2.2087
5600,15216,7.966254,-0.022862,2.1814
