training_step,elapsed_seconds,mean_return,std_return,mean_loss,mean_eval_fitness,std_eval_fitness,mean_episode_length
2000,18881.05,-1.645332,0.233100,-0.123900,3.050354e+01,5.519487e-02,2.9126
4000,36107.73,-1.484567,0.160126,-0.026322,3.050005e+01,5.454463e-02,3.0203
6000,50800.82,-1.483981,0.075188,-0.112169,3.052202e+01,8.094907e-02,3.1505
7200,59902.91,-1.485316,0.009428,-0.116875,3.046423e+01,2.549560e-02,3.1787
