training_step,episode,mean_return,mean_loss,mean_episode_length
80,172,-2.044314,-0.280379,2.9419
160,345,-1.999962,-0.153567,2.9595
240,520,-1.952326,0.006889,2.9143
320,697,-1.915919,-0.267831,2.8927
400,872,-1.841925,-0.287443,2.9257
480,1047,-1.795369,-0.078048,2.9086
560,1226,-1.756358,0.056190,2.8827
640,1401,-1.694871,-0.202457,2.9257
720,1577,-1.652827,-0.058850,2.8807
800,1758,-1.625041,0.074833,2.8564
880,1931,-1.620521,-0.136736,2.9595
960,2106,-1.585421,-0.108897,2.9257
1040,2281,-1.565689,-0.043540,2.9371
1120,2460,-1.528912,-0.343888,2.8827
1200,2635,-1.528341,-0.050814,2.8971
1280,2803,-1.529086,0.020392,3.0119
1360,2977,-1.523153,-0.271501,2.9598
1440,3153,-1.508847,-0.095889,2.9091
1520,3329,-1.501150,-0.000733,2.9034
1600,3505,-1.504533,-0.051082,2.9318
1680,3686,-1.497182,-0.150291,2.8066
1760,3863,-1.493819,-0.218363,2.8870
1840,4039,-1.497611,-0.107860,2.9375
1920,4216,-1.495389,-0.090463,2.8814
2000,4392,-1.490351,-0.257180,2.9091
2080,4567,-1.494103,0.131734,2.9200
2160,4741,-1.490137,-0.140576,2.9368
2240,4918,-1.491661,0.063880,2.9379
2320,5095,-1.491153,-0.005880,2.8644
2400,5271,-1.490079,0.033402,2.9261
2480,5447,-1.489821,-0.000342,2.8807
2560,5625,-1.487196,0.070324,2.8989
2640,5799,-1.487891,-0.114837,2.8908
2720,5974,-1.472655,0.009142,2.9543
2800,6145,-1.489459,-0.154275,3.0000
2880,6316,-1.486440,-0.026596,2.9766
2960,6486,-1.487334,-0.084119,3.0471
3040,6654,-1.430940,0.036804,3.0238
3120,6818,-1.486175,0.062373,3.1280
3200,6991,-1.485889,-0.063609,2.9595
3280,7158,-1.489139,0.140366,3.0719
3360,7328,-1.486604,-0.102316,3.0118
3440,7489,-1.486778,-0.192614,3.1801
3520,7655,-1.485939,-0.097464,3.0964
3600,7819,-1.488643,-0.063860,3.1159
3680,7975,-1.490091,-0.078785,3.2500
3760,8134,-1.486370,-0.006551,3.2201
3840,8303,-1.486156,-0.029980,3.0355
3920,8466,-1.485841,-0.100739,3.1350
4000,8630,-1.466190,0.056463,3.1402
4080,8789,-1.486571,-0.078061,3.2075
4160,8954,-1.485244,-0.271547,3.0909
4240,9120,-1.485187,-0.208524,3.1084
4320,9281,-1.484986,-0.115766,3.1863
4400,9449,-1.484596,-0.013863,3.0476
4480,9606,-1.485342,-0.180540,3.2229
4560,9764,-1.487545,-0.020818,3.2468
4640,9930,-1.485770,-0.318539,3.1265
4720,10086,-1.485370,-0.370069,3.2436
4800,10252,-1.484957,0.029936,3.0663
4880,10423,-1.485705,-0.050436,3.0468
4960,10588,-1.487778,-0.003503,3.1030
5040,10742,-1.485593,-0.333435,3.2468
5120,10908,-1.490622,-0.117868,3.1566
5200,11072,-1.485684,-0.273034,3.0793
5280,11235,-1.460780,0.067091,3.1534
5360,11397,-1.464285,-0.124931,3.1358
5440,11565,-1.484987,-0.230919,3.0833
5520,11727,-1.486084,0.116234,3.1667
5600,11886,-1.487339,0.064706,3.2138
5680,12049,-1.485026,-0.115483,3.1166
5760,12211,-1.485469,-0.054028,3.1667
5840,12369,-1.484785,-0.141858,3.2468
5920,12531,-1.485273,0.037190,3.1790
6000,12691,-1.484549,-0.096162,3.1562
6080,12853,-1.485324,-0.262877,3.1852
6160,13017,-1.485117,0.059153,3.1524
6240,13174,-1.485095,-0.036768,3.2038
6320,13338,-1.485060,-0.216614,3.1524
6400,13501,-1.488131,-0.105281,3.1411
6480,13656,-1.485048,-0.046011,3.2968
6560,13815,-1.485259,0.127774,3.2516
6640,13979,-1.485670,-0.132604,3.1159
6720,14137,-1.485565,-0.274340,3.1962
6800,14295,-1.484464,-0.255316,3.2722
6880,14461,-1.485214,-0.175135,3.0904
6960,14625,-1.484718,-0.052983,3.1402
7040,14786,-1.484578,-0.229725,3.1304
7120,14945,-1.485580,-0.139683,3.2201
7200,15109,-1.484886,-0.012715,3.1463
