training_step,episode,mean_return,mean_loss,mean_episode_length
80,222,-1.912221,0.030406,2.2748
160,450,-1.904517,-0.289637,2.2588
240,677,-1.856733,-0.258207,2.2599
320,899,-1.777339,-0.041320,2.3153
400,1121,-1.759832,-0.280985,2.2748
480,1336,-1.705307,-0.111850,2.3907
560,1547,-1.661709,-0.278875,2.4360
640,1752,-1.604618,0.046065,2.4829
720,1964,-1.589527,0.041457,2.4009
800,2168,-1.563253,-0.089306,2.5245
880,2376,-1.535586,-0.055074,2.4615
960,2590,-1.529364,-0.063340,2.4019
1040,2803,-1.530671,-0.267873,2.3897
1120,3008,-1.507718,-0.137300,2.5073
1200,3213,-1.502651,-0.108186,2.4878
1280,3409,-1.500146,0.018185,2.6122
1360,3610,-1.493416,-0.022535,2.5771
1440,3815,-1.492776,-0.170511,2.4927
1520,4012,-1.492089,0.057970,2.5635
1600,4214,-1.494877,0.009445,2.5396
1680,4410,-1.489406,-0.143336,2.6327
1760,4608,-1.490372,-0.238788,2.5657
1840,4810,-1.487923,-0.032713,2.5495
1920,5003,-1.490499,-0.038587,2.6114
2000,5206,-1.487805,-0.231524,2.5616
2080,5410,-1.488619,-0.243775,2.4853
2160,5616,-1.488272,-0.111812,2.5000
2240,5818,-1.485084,0.325672,2.5297
2320,6034,-1.442548,0.071289,2.3519
2400,6242,-1.486188,0.022718,2.5048
2480,6453,-1.487429,-0.122964,2.4171
2560,6661,-1.476443,0.003562,2.4519
2640,6869,-1.486552,-0.126743,2.4712
2720,7080,-1.485398,-0.069644,2.4265
2800,7294,-1.484833,-0.034805,2.3879
2880,7505,-1.487473,-0.122677,2.4218
2960,7712,-1.484330,-0.033090,2.4686
3040,7916,-1.484556,-0.129571,2.5000
3120,8127,-1.484637,0.047966,2.4739
3200,8324,-1.484247,-0.087989,2.5431
3280,8532,-1.484591,-0.170710,2.4856
3360,8735,-1.438393,0.051089,2.5419
3440,8940,-1.484591,-0.045700,2.4829
3520,9138,-1.485040,-0.108127,2.5606
3600,9349,-1.484221,-0.014563,2.4597
3680,9558,-1.485440,0.092020,2.4498
3760,9765,-1.484188,-0.195926,2.4493
3840,9976,-1.484038,-0.014458,2.4455
3920,10188,-1.484119,0.075550,2.4104
4000,10394,-1.485222,0.062072,2.4709
4080,10609,-1.484996,0.046438,2.3953
4160,10816,-1.483965,-0.163671,2.4734
4240,11018,-1.476821,0.043129,2.5149
4320,11221,-1.473559,0.055023,2.5616
4400,11429,-1.470641,0.036876,2.4375
4480,11629,-1.484372,-0.040627,2.5550
4560,11835,-1.484151,-0.040641,2.4903
4640,12038,-1.484119,0.014528,2.5222
4720,12240,-1.485163,-0.231455,2.5248
4800,12451,-1.485251,-0.103692,2.4313
4880,12667,-1.484481,0.081026,2.3796
4960,12875,-1.484398,-0.064704,2.4808
5040,13080,-1.483695,-0.084390,2.4780
5120,13291,-1.484539,-0.227127,2.4218
5200,13492,-1.484885,-0.062307,2.5373
5280,13691,-1.484882,-0.077067,2.5779
5360,13897,-1.484990,-0.192406,2.4854
5440,14105,-1.483799,-0.040407,2.4663
5520,14312,-1.483727,-0.196582,2.4783
5600,14515,-1.484815,0.035780,2.5222
5680,14718,-1.483657,-0.193711,2.5271
5760,14916,-1.484493,-0.073164,2.5808
5840,15125,-1.483966,-0.101387,2.4450
