training_step,episode,mean_return,mean_loss,mean_episode_length
80,191,0.428520,0.450430,2.6649
160,390,0.707109,0.617494,2.5628
240,585,0.791186,0.720967,2.6256
320,776,0.732466,0.221003,2.6597
400,968,1.007895,0.197642,2.6771
480,1162,1.144676,0.345757,2.6495
560,1357,1.478297,0.966959,2.5949
640,1543,1.402210,0.228231,2.7473
720,1741,1.534111,0.476243,2.6111
800,1945,1.642446,0.129679,2.5245
880,2147,1.682864,0.273596,2.5297
960,2352,1.728079,0.368865,2.4878
1040,2550,1.786433,0.215039,2.5909
1120,2758,1.925426,0.455576,2.4663
1200,2955,2.044475,0.681609,2.5736
1280,3161,1.960808,0.228834,2.5146
1360,3361,2.075385,0.497150,2.5250
1440,3567,1.954291,0.459634,2.4806
1520,3771,2.158436,0.548047,2.5441
1600,3976,2.197602,0.791965,2.4829
1680,4175,2.173547,0.690221,2.5829
1760,4366,2.213079,0.983265,2.6806
1840,4553,2.227311,0.736016,2.7380
1920,4756,2.469797,1.362688,2.5222
2000,4958,2.496532,1.163672,2.5396
2080,5165,3.079122,1.749354,2.4638
2160,5374,2.627438,1.614395,2.4545
2240,5579,2.768645,1.448132,2.4927
2320,5787,2.912235,1.427144,2.4760
2400,5990,2.825290,1.245994,2.5320
2480,6188,2.958639,1.625484,2.5758
2560,6389,2.977153,1.196908,2.5323
2640,6589,3.048522,1.895374,2.5650
2720,6801,2.985231,1.796321,2.4009
2800,7012,3.195069,2.415034,2.4313
2880,7210,3.315003,2.186898,2.5657
2960,7413,3.397869,2.514323,2.5369
3040,7622,3.190761,1.863591,2.4833
3120,7832,3.446010,1.976796,2.4190
3200,8040,3.458517,2.096677,2.4760
3280,8239,3.542194,2.479347,2.5427
3360,8441,3.800532,2.734834,2.5594
3440,8638,3.958138,2.620184,2.5787
3520,8835,3.419715,1.608707,2.5838
3600,9038,3.548817,2.147670,2.5369
3680,9237,3.744724,2.639554,2.5729
3760,9442,3.728964,2.043835,2.4976
3840,9649,3.703128,2.239876,2.4783
3920,9857,3.898653,3.307682,2.4712
4000,10062,3.694602,2.469550,2.4976
4080,10273,3.832477,2.921629,2.4028
4160,10486,4.105123,2.696801,2.4319
4240,10690,3.779327,2.583675,2.4951
4320,10892,3.857390,3.333732,2.5297
4400,11093,4.295120,2.543765,2.5473
4480,11290,4.449419,3.060067,2.5939
4560,11489,4.317569,3.228439,2.5729
4640,11690,3.827603,2.765824,2.5473
4720,11897,4.187111,2.060953,2.4831
4800,12101,4.147171,2.604333,2.5196
4880,12296,4.349393,3.089027,2.6205
4960,12489,4.254597,2.874000,2.6218
5040,12678,4.005148,2.607227,2.7460
5120,12874,4.147511,2.744242,2.6122
5200,13057,4.198283,2.733587,2.7760
5280,13243,3.800810,2.495475,2.7796
5360,13436,4.240729,2.545627,2.6218
5440,13631,4.164757,2.658779,2.6410
5520,13827,4.067127,2.399609,2.5969
5600,14014,4.141186,2.285268,2.7380
5680,14205,4.083260,2.336439,2.6859
5760,14400,4.311295,3.036270,2.6308
5840,14588,4.135230,2.464105,2.7074
5920,14780,4.605250,2.715715,2.6875
6000,14975,4.301893,2.556280,2.6256
6080,15166,4.270174,2.777288,2.6806
