training_step,episode,mean_return,mean_loss,mean_episode_length
80,213,0.741623,0.856231,2.3850
160,428,0.950660,0.381833,2.3674
240,651,0.980944,0.318952,2.2960
320,873,1.065569,0.286300,2.3018
400,1095,1.276140,0.249407,2.3198
480,1311,1.325752,0.352754,2.3704
560,1524,1.489672,0.109722,2.3944
640,1739,1.506538,0.125155,2.3953
720,1954,1.572869,0.127319,2.3907
800,2169,1.687075,0.152576,2.3721
880,2381,1.703650,0.069695,2.4057
960,2603,1.893198,0.322695,2.2973
1040,2819,1.882961,0.101976,2.3704
1120,3038,1.844440,0.306164,2.3425
1200,3257,1.931624,0.294805,2.3470
1280,3478,1.963666,0.281498,2.3167
1360,3698,1.874663,0.058063,2.3182
1440,3920,1.961624,0.138994,2.2973
1520,4146,1.999162,0.253385,2.2832
1600,4385,2.100501,0.219187,2.1506
1680,4620,2.055114,0.244967,2.1660
1760,4856,2.036721,0.211315,2.1780
1840,5093,2.085614,0.466645,2.1603
1920,5327,2.094644,0.207811,2.1752
2000,5565,2.112919,0.392656,2.1639
2080,5809,2.288546,0.297604,2.0943
2160,6051,2.184768,0.322718,2.1198
2240,6289,2.137660,0.201515,2.1471
2320,6523,2.310093,0.421701,2.1966
2400,6758,2.342236,0.691302,2.1702
2480,6993,2.301116,0.238234,2.1787
2560,7231,2.427836,0.443031,2.1555
2640,7469,2.362179,0.493420,2.1513
2720,7710,2.499882,0.516680,2.1245
2800,7953,2.418006,0.625273,2.1070
2880,8198,2.426486,0.312715,2.0980
2960,8441,2.517358,0.823245,2.0947
3040,8692,2.636997,0.533282,2.0438
3120,8936,2.499161,0.549338,2.0943
3200,9182,2.528964,0.424086,2.0813
3280,9429,2.479402,0.604906,2.0769
3360,9678,2.598169,0.648084,2.0442
3440,9928,2.642144,0.490098,2.0600
3520,10174,2.448350,0.427775,2.0732
3600,10416,2.638685,0.650919,2.1157
3680,10663,2.772892,0.791251,2.0688
3760,10907,2.734590,0.648317,2.1025
3840,11152,2.787235,0.674829,2.0939
3920,11391,2.795515,0.561047,2.1464
4000,11633,2.685392,0.539508,2.1074
4080,11869,2.778401,0.764303,2.1610
4160,12111,2.757588,0.494944,2.1198
4240,12355,2.827687,0.623228,2.1107
4320,12593,2.816786,0.775944,2.1513
4400,12835,2.755642,0.602255,2.1198
4480,13073,2.956651,0.759813,2.1471
4560,13307,2.840432,0.649680,2.1838
4640,13544,2.842453,0.753174,2.1646
4720,13776,2.896828,0.769730,2.2155
4800,14008,2.864894,0.646240,2.2026
4880,14242,2.752938,0.533166,2.1923
4960,14476,2.931048,0.791954,2.1880
5040,14708,2.982029,0.623414,2.1940
5120,14942,2.818553,0.831921,2.1880
5200,15166,2.918551,0.820263,2.2902
